City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
accra,28.26,32.42,Clouds,overcast clouds,78,1011,4.04
almaty,-4.15,-6.63,Clear,clear sky,60,1028,1.58
auckland,23.08,23.22,Clouds,few clouds,68,1021,5.14
austin,25.87,25.09,Clear,clear sky,22,1015,4.63
bangalore,18.84,19.03,Mist,mist,86,1013,3.6
bangkok,28.96,30.67,Clouds,few clouds,58,1011,0.34
barcelona,11.81,11.08,Clouds,few clouds,78,1004,3.09
beijing,2.92,2.92,Clear,clear sky,67,1014,0.6
berlin,5.6,4.01,Clear,clear sky,84,1001,2.06
birmingham,6.34,2.17,Clouds,overcast clouds,83,1010,7.2
bogotá,15.99,15.66,Clouds,scattered clouds,77,1014,3.09
bordeaux,10.21,9.27,Clear,clear sky,76,1002,1.03
brisbane,24.57,25.33,Clouds,overcast clouds,86,1019,1.34
budapest,10.57,9.82,Clear,clear sky,82,1006,2.24
buenos_aires,20.78,20.72,Clear,clear sky,69,1013,4.92
busan,3.91,3.91,Clouds,scattered clouds,87,1022,1.03
calgary,3.93,-0.53,Clouds,scattered clouds,60,1005,6.17
cape_town,18.48,18.21,Clear,clear sky,70,1020,8.23
chicago,19.47,18.65,Clouds,broken clouds,45,1004,7.2
ciudad_de_mexico,27.73,26.43,Clouds,few clouds,13,1008,3.58
cologne,8.08,8.08,Clouds,overcast clouds,62,1003,0.35
copenhagen,2.9,2.9,Fog,fog,93,1000,1.03
dallas,23.05,22.04,Clear,clear sky,24,1015,4.12
delhi,19.07,18.91,Haze,haze,72,1013,1.54
denver,21.27,19.64,Clear,clear sky,7,1004,3.58
detroit,16.16,15.27,Clear,clear sky,55,1006,0.45
dubai,27.01,27.25,Clear,clear sky,47,1012,4.12
dublin,7.62,3.98,Clouds,broken clouds,82,1013,6.69
durban,23.45,23.84,Clouds,overcast clouds,76,1020,4.98
edmonton,1.27,-2.05,Clouds,overcast clouds,77,1007,3.09
frankfurt,9.32,6.89,Clear,clear sky,86,1003,4.63
fukuoka,10.86,10.14,Clouds,broken clouds,82,1021,1.54
glasgow,3.82,0.99,Clouds,overcast clouds,74,1016,3.13
guadalajara,28.88,27.28,Clear,clear sky,9,1008,5.66
guangzhou,18.92,18.83,Clouds,overcast clouds,75,1017,2.3
guatemala_city,24.96,24.9,Clouds,few clouds,53,1013,9.26
hamburg,3.27,1.6,Clouds,scattered clouds,92,1002,1.79
honolulu,25.43,25.86,Clouds,broken clouds,70,1021,1.34
houston,22.64,21.82,Clear,clear sky,33,1017,3.09
istanbul,8.16,7.0,Mist,mist,87,1017,2.06
jakarta,25.13,25.97,Clouds,few clouds,87,1009,1.54
johannesburg,16.99,16.99,Rain,light rain,86,1019,1.79
kingston,27.9,31.0,Clouds,few clouds,74,1014,4.63
kuala_lumpur,25.62,26.69,Clouds,few clouds,94,1010,0.0
kyiv,6.86,6.86,Clouds,overcast clouds,84,1008,0.45
kyoto,8.36,7.6,Rain,moderate rain,93,1025,1.67
lagos,29.12,36.12,Thunderstorm,thunderstorm,89,1010,3.09
lima,22.21,22.52,Clouds,few clouds,78,1012,6.69
liverpool,4.86,1.93,Clouds,few clouds,75,1012,3.6
london,7.42,5.05,Clouds,broken clouds,83,1007,3.6
los_angeles,18.55,17.48,Clear,clear sky,39,1012,6.69
lyon,9.21,7.84,Clear,clear sky,80,1005,2.57
madrid,7.24,4.83,Clouds,few clouds,90,1002,3.6
manchester,5.39,2.57,Clouds,broken clouds,71,1012,3.6
manila,27.61,31.15,Clouds,few clouds,80,1014,2.57
marseille,11.97,11.65,Rain,light rain,93,1005,3.09
medellin,26.12,26.12,Clouds,scattered clouds,50,1012,1.54
melbourne,25.81,26.09,Clouds,broken clouds,63,1020,3.09
miami,23.91,24.47,Clouds,broken clouds,81,1010,9.26
milano,9.52,9.52,Rain,light rain,92,1008,0.51
monterrey,25.32,24.61,Clear,clear sky,27,1015,1.79
montreal,0.98,-1.93,Clouds,scattered clouds,80,1011,2.57
mumbai,29.0,28.79,Smoke,smoke,42,1010,2.06
munich,3.12,1.15,Clouds,broken clouds,91,1006,2.03
nagoya,9.42,9.42,Rain,moderate rain,87,1026,1.04
naha,21.9,22.44,Clouds,broken clouds,88,1020,2.06
nairobi,17.66,17.94,Rain,light rain,94,1014,1.03
napoli,16.29,16.12,Rain,light rain,82,1009,3.13
nashville,18.74,17.27,Clear,clear sky,23,1012,4.63
new_york,13.26,11.84,Clear,clear sky,46,1011,4.63
osaka,7.99,6.39,Rain,moderate rain,84,1025,2.57
ottawa,3.0,0.97,Clouds,broken clouds,69,1010,2.06
paris,7.47,6.72,Fog,fog,96,1004,1.54
philadelphia,15.51,14.16,Clear,clear sky,40,1011,0.89
phoenix,28.63,27.08,Clear,clear sky,11,1009,2.24
prague,10.13,9.08,Rain,light rain,72,1001,6.71
quebec_city,-3.7,-7.49,Snow,light snow,80,1011,2.57
rio_de_janeiro,27.33,29.53,Clouds,broken clouds,71,1014,4.63
riyadh,17.92,17.07,Clear,clear sky,50,1015,4.4
rome,13.21,12.26,Clouds,broken clouds,64,1008,3.09
san_diego,19.07,18.36,Clouds,broken clouds,51,1013,4.12
san_francisco,16.88,16.06,Clouds,broken clouds,55,1011,4.92
san_jose,20.25,19.32,Clouds,overcast clouds,38,1010,2.68
