City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
kyiv,0.75,0.75,Clouds,overcast clouds,93,1027,0.45
kyoto,11.73,11.23,Clouds,overcast clouds,87,1018,0.92
lagos,28.73,33.41,Clouds,overcast clouds,77,1008,5.27
lima,26.21,26.21,Clear,clear sky,69,1010,2.06
liverpool,6.34,6.34,Clear,clear sky,69,1036,1.03
london,5.76,3.74,Clouds,few clouds,73,1036,2.57
los_angeles,15.21,14.72,Haze,haze,74,1013,3.09
lyon,5.93,2.94,Clear,clear sky,72,1024,4.12
madrid,5.52,3.07,Rain,moderate rain,91,1018,3.09
manchester,7.57,5.89,Clouds,overcast clouds,63,1036,2.57
manila,26.7,29.24,Clouds,few clouds,82,1011,2.42
marseille,10.86,10.12,Clear,clear sky,81,1020,1.03
medellin,24.13,24.3,Clouds,scattered clouds,65,1010,3.6
melbourne,16.76,16.53,Clouds,broken clouds,78,1016,2.06
miami,26.31,26.31,Clouds,broken clouds,65,1014,3.09
milano,10.76,9.88,Rain,light rain,76,1026,1.54
monterrey,24.25,24.32,Clouds,scattered clouds,61,1015,2.51
montreal,-2.13,-5.24,Snow,light snow,78,996,2.24
mumbai,30.0,29.17,Smoke,smoke,35,1011,1.54
munich,0.17,-3.57,Clouds,broken clouds,88,1031,3.32
nagoya,12.2,11.07,Clouds,overcast clouds,61,1018,1.46
naha,21.93,22.48,Clouds,overcast clouds,88,1018,6.69
nairobi,22.66,21.79,Clear,clear sky,31,1015,4.63
napoli,12.04,11.34,Clear,clear sky,78,1019,4.12
nashville,11.49,9.53,Clear,clear sky,32,1017,8.75
new_york,15.83,14.28,Clouds,scattered clouds,31,999,11.32
osaka,11.29,10.49,Clouds,overcast clouds,77,1017,1.03
ottawa,-8.83,-15.83,Snow,light snow,74,1000,9.77
paris,4.45,0.13,Clear,clear sky,80,1032,6.17
philadelphia,13.08,11.72,Clouds,overcast clouds,49,1002,2.24
phoenix,26.33,26.33,Clouds,few clouds,11,1008,4.63
prague,3.23,1.87,Clouds,broken clouds,75,1033,1.54
quebec_city,-5.49,-12.49,Snow,light snow,90,993,9.39
rio_de_janeiro,28.86,30.95,Clouds,scattered clouds,61,1014,7.2
riyadh,17.92,16.66,Clouds,scattered clouds,34,1014,0.99
rome,9.42,8.01,Rain,moderate rain,68,1020,2.68
san_diego,14.93,14.36,Clouds,broken clouds,72,1015,4.63
san_francisco,12.23,11.65,Clouds,broken clouds,82,1015,5.14
san_jose,14.33,13.75,Clouds,broken clouds,74,1014,2.57
san_juan,29.35,31.98,Rain,shower rain,62,1014,6.17
santiago,27.95,27.83,Clear,clear sky,43,1011,5.14
santo_domingo,29.58,32.8,Clouds,broken clouds,64,1013,4.12
sao_paulo,29.91,34.36,Clouds,few clouds,68,1014,6.17
sapporo,-1.52,-1.52,Clouds,overcast clouds,70,1013,1.14
seattle,13.14,12.57,Clear,clear sky,79,1011,0.45
sendai,5.73,4.31,Clear,clear sky,58,1015,1.91
seoul,4.76,3.62,Mist,mist,100,1017,1.54
shanghai,15.88,15.53,Clear,clear sky,77,1011,1.0
sydney,21.13,21.57,Clouds,few clouds,87,1012,2.57
taipei,22.22,22.17,Clouds,overcast clouds,64,1014,1.79
tel_aviv,14.12,13.47,Clear,clear sky,72,1024,2.06
tokyo,10.46,9.34,Clouds,few clouds,68,1015,4.63
toronto,-7.2,-14.2,Clouds,overcast clouds,64,1010,6.71
vancouver,12.83,12.0,Clouds,scattered clouds,70,1012,2.24
vienna,3.94,0.81,Clear,clear sky,72,1031,3.6
warsaw,1.88,-2.36,Rain,light rain,94,1026,4.63
washington_dc,14.78,13.18,Clear,clear sky,33,1003,7.72
winnipeg,-12.04,-19.04,Clouds,few clouds,57,1028,5.14
zurich,4.34,0.7,Rain,light rain,72,1029,4.63
