City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
miami,24.56,24.64,Clouds,few clouds,60,1017,5.66
milano,9.71,9.28,Clouds,scattered clouds,92,995,1.54
monterrey,35.39,32.63,Clear,clear sky,8,1006,5.76
montreal,-1.86,-1.86,Clouds,overcast clouds,47,1021,0.89
mumbai,29.0,30.73,Smoke,smoke,58,1009,1.54
munich,5.94,5.94,Rain,moderate rain,93,997,0.45
nagoya,12.2,11.7,Clouds,overcast clouds,85,1016,2.93
naha,21.96,22.64,Clouds,broken clouds,93,1017,3.6
nairobi,17.4,17.52,Clouds,overcast clouds,89,1014,3.09
napoli,14.16,13.88,Clouds,broken clouds,86,1002,5.14
nashville,24.65,24.22,Clear,clear sky,40,1009,4.43
new_york,10.58,8.71,Clear,clear sky,39,1015,2.68
osaka,12.1,11.4,Clouds,scattered clouds,78,1017,1.03
ottawa,-2.11,-4.13,Clouds,overcast clouds,45,1020,1.48
paris,5.58,2.0,Clouds,overcast clouds,73,1000,5.14
philadelphia,13.37,11.57,Clouds,scattered clouds,31,1013,6.69
phoenix,21.64,20.93,Clouds,broken clouds,41,1015,2.06
prague,5.45,1.74,Mist,mist,93,997,5.36
quebec_city,-6.0,-11.28,Clouds,overcast clouds,55,1021,3.58
rio_de_janeiro,27.25,29.88,Rain,light rain,76,1014,6.26
riyadh,17.92,16.89,Clouds,overcast clouds,43,1018,5.08
rome,13.07,12.16,Clouds,broken clouds,66,999,4.63
san_diego,16.61,16.36,Clouds,broken clouds,78,1016,5.14
san_francisco,10.39,9.68,Rain,heavy intensity rain,84,1003,14.92
san_jose,12.36,11.82,Rain,heavy intensity rain,83,1005,7.72
san_juan,28.01,30.17,Clouds,scattered clouds,66,1015,3.09
santiago,28.64,27.75,Clear,clear sky,33,1013,7.2
santo_domingo,28.06,30.65,Clouds,scattered clouds,69,1014,5.14
sao_paulo,22.04,22.78,Clouds,overcast clouds,95,1015,3.09
sapporo,4.61,1.54,Rain,moderate rain,95,1007,3.74
seattle,10.51,9.68,Clouds,scattered clouds,79,998,4.02
sendai,8.64,8.64,Fog,fog,100,1013,1.03
seoul,5.14,5.14,Clouds,overcast clouds,72,1022,0.88
shanghai,10.88,10.45,Rain,light intensity shower rain,93,1021,3.0
sydney,20.92,21.23,Clear,clear sky,83,1020,2.57
taipei,21.63,22.04,Clouds,overcast clouds,84,1015,1.34
tel_aviv,23.12,22.14,Clear,clear sky,25,1016,5.66
tokyo,10.32,9.68,Mist,mist,87,1012,1.03
toronto,0.09,-3.1,Clouds,overcast clouds,59,1017,2.68
vancouver,7.84,5.29,Rain,moderate rain,90,999,4.12
vienna,12.92,11.89,Clouds,few clouds,62,995,6.17
warsaw,10.26,9.67,Rain,shower rain,89,997,0.51
washington_dc,17.9,16.61,Clouds,few clouds,33,1012,6.69
winnipeg,1.37,-2.61,Clouds,broken clouds,75,1009,4.02
zurich,5.96,4.26,Rain,light rain,95,997,2.24
