City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
accra,27.81,31.08,Clouds,overcast clouds,76,1010,6.32
almaty,-4.15,-4.15,Clear,clear sky,66,1032,0.46
auckland,20.31,20.22,Clouds,broken clouds,70,1016,1.54
austin,30.92,30.28,Clear,clear sky,36,1005,6.69
bangalore,20.23,20.68,Clouds,scattered clouds,91,1012,1.03
bangkok,28.95,33.97,Clouds,scattered clouds,77,1008,3.68
barcelona,11.89,10.99,Clouds,few clouds,71,999,2.06
beijing,4.92,4.92,Clouds,scattered clouds,18,1021,1.3
berlin,4.82,3.69,Rain,light rain,82,999,1.54
birmingham,2.04,-0.15,Clouds,few clouds,93,1005,2.06
bogotá,17.99,17.39,Clouds,scattered clouds,59,1014,4.63
bordeaux,6.21,3.9,Clouds,overcast clouds,87,1001,3.09
brisbane,22.97,23.57,Clouds,few clouds,86,1019,3.09
budapest,13.16,12.44,Clear,clear sky,73,999,2.57
buenos_aires,19.03,18.66,Clouds,broken clouds,64,1024,8.05
busan,9.25,8.03,Clouds,overcast clouds,59,1020,2.37
calgary,4.52,1.53,Clouds,overcast clouds,61,1001,3.58
cape_town,20.22,20.26,Clear,clear sky,75,1010,6.26
chicago,8.25,7.84,Clear,clear sky,46,1010,1.34
ciudad_de_mexico,26.7,25.76,Clouds,few clouds,15,1010,5.14
cologne,4.32,2.74,Clouds,overcast clouds,82,1000,1.85
copenhagen,1.44,-1.85,Clouds,few clouds,90,999,3.09
dallas,27.27,27.48,Clear,clear sky,47,1004,4.12
delhi,21.07,21.01,Haze,haze,68,1007,2.57
denver,18.12,16.38,Clear,clear sky,15,1003,1.34
detroit,7.6,4.32,Clear,clear sky,31,1012,5.66
dubai,24.01,24.37,Clear,clear sky,73,1013,2.06
dublin,4.3,1.25,Clouds,few clouds,75,1009,3.6
durban,23.33,23.89,Clouds,overcast clouds,83,1013,3.49
edmonton,-5.61,-10.83,Clouds,overcast clouds,81,1009,3.6
frankfurt,5.3,3.66,Clear,clear sky,69,999,2.06
fukuoka,9.9,9.9,Clear,clear sky,93,1019,0.51
glasgow,2.54,0.75,Clouds,few clouds,74,1009,1.79
guadalajara,29.88,28.05,Smoke,smoke,10,1010,7.72
guangzhou,23.92,24.53,Clouds,overcast clouds,83,1013,1.58
guatemala_city,24.96,25.1,Clouds,few clouds,61,1011,6.17
hamburg,0.83,0.83,Clear,clear sky,92,999,1.03
honolulu,27.49,28.29,Clear,clear sky,55,1022,8.94
houston,26.74,27.89,Clouds,scattered clouds,62,1008,8.75
istanbul,13.83,12.89,Clear,clear sky,62,1013,1.54
jakarta,26.48,26.48,Rain,light rain,89,1008,1.54
johannesburg,15.81,15.59,Rain,light rain,82,1014,1.63
kingston,28.9,31.65,Clouds,few clouds,65,1014,4.12
kuala_lumpur,24.84,25.83,Clouds,few clouds,94,1007,1.03
kyiv,7.97,6.67,Clouds,scattered clouds,89,1008,2.18
kyoto,10.07,9.61,Clouds,broken clouds,95,1018,2.02
lagos,29.13,35.56,Clouds,overcast clouds,82,1009,6.91
lima,23.21,23.49,Clear,clear sky,73,1012,7.2
liverpool,3.56,1.04,Clear,clear sky,83,1007,2.68
london,3.71,0.89,Clouds,scattered clouds,86,1003,3.09
los_angeles,14.74,14.49,Clouds,overcast clouds,85,1015,4.63
lyon,7.07,5.72,Rain,light rain,98,997,2.06
madrid,7.88,4.68,Clear,clear sky,82,1003,5.66
manchester,3.08,3.08,Clouds,broken clouds,81,1006,0.51
manila,27.13,29.93,Clouds,few clouds,79,1012,2.57
marseille,11.42,10.94,Clear,clear sky,89,998,5.14
medellin,24.12,24.15,Clouds,scattered clouds,60,1012,4.63
melbourne,19.64,19.77,Clouds,overcast clouds,81,1019,2.57
