Date,Song Title,Artist,Album,Duration
2025-02-28,Nairobi,Marioo,Marioo,3:23
2025-02-28,Laho,Shallipopi,Shallipopi,2:24
2025-02-28,luther,Kendrick Lamar,Kendrick Lamar,2:57
2025-02-28,Baby (Is It A Crime),Rema,Rema,2:44
2025-02-28,Venus,Faceless,Faceless,2:19
2025-02-28,Update,Burna Boy,Burna Boy,3:27
2025-02-28,NOKIA,Drake,Drake,4:01
2025-02-28,Not Like Us,Kendrick Lamar,Kendrick Lamar,4:34
2025-02-28,WHY LOVE,Asake,Asake,3:30
2025-02-28,Residuals,Chris Brown,Chris Brown,3:35
2025-02-28,Vuka (feat. Thukuthela),Oscar Mbo,Oscar Mbo,5:27
2025-02-28,Joy is Coming,Fido,Fido,3:08
2025-02-28,Timeless,The Weeknd,The Weeknd,4:16
2025-02-28,City Boys,Burna Boy,Burna Boy,2:33
2025-02-28,Aki Sioni,Njerae,Njerae,3:03
2025-02-28,GIMME A HUG,Drake,Drake,3:13
2025-02-28,Die With A Smile,Lady Gaga,Lady Gaga,4:11
2025-02-28,PITY THIS BOY,ODUMODUBLVCK,ODUMODUBLVCK,2:45
2025-02-28,SOMEBODY LOVES ME,PARTYNEXTDOOR,PARTYNEXTDOOR,3:02
2025-02-28,Olodumare,Joel Lwaga,Joel Lwaga,3:06
2025-02-28,Bundle By Bundle,Burna Boy,Burna Boy,2:56
2025-02-28,Arike,Kunmie,Kunmie,2:04
2025-02-28,"Biri Marung (feat. Sje Konka, Focalistic, DJ Maphorisa, Scotts Maphuma & CowBoii)",Mr Pilato,Mr Pilato,7:34
2025-02-28,MMS,Asake,Asake,3:39
2025-02-28,23,Burna Boy,Burna Boy,4:05
