Date,Song Title,Artist,Album,Duration
2025-03-19,8:00 PM (feat. Malie Donn),Armanii,Armanii,2:46
2025-03-19,7:00 (Raw),Malie Donn,Malie Donn,2:44
2025-03-19,Body Tea,Malie Donn,Malie Donn,2:57
2025-03-19,Shake It To The Max (FLY) [Remix],MOLIY,MOLIY,2:58
2025-03-19,luther,Kendrick Lamar,Kendrick Lamar,2:57
2025-03-19,Time,Jamal,Jamal,2:52
2025-03-19,NOKIA,Drake,Drake,4:01
2025-03-19,Good Look (feat. Sapposonic),Eddy G Bomba,Eddy G Bomba,2:26
2025-03-19,Ballandor,Jamal,Jamal,3:02
2025-03-19,Suspect,Malie Donn,Malie Donn,2:55
2025-03-19,EVIL J0RDAN,Playboi Carti,Playboi Carti,3:03
2025-03-19,SOMEBODY LOVES ME,PARTYNEXTDOOR,PARTYNEXTDOOR,3:02
2025-03-19,Whites,Masicka,Masicka,4:28
2025-03-19,30 For 30 (with Kendrick Lamar),SZA,SZA,4:38
2025-03-19,Residuals,Chris Brown,Chris Brown,3:35
2025-03-19,Tyrant,Masicka,Masicka,3:37
2025-03-19,Aeod All Eyes on the Dunce,Jamal,Jamal,2:55
2025-03-19,Mozart,Skippa,Skippa,3:11
2025-03-19,Playlist,Skippa,Skippa,2:46
2025-03-19,Nothing Without God,Popcaan,Popcaan,3:23
2025-03-19,Balance,Ayetian,Ayetian,2:09
2025-03-19,Transparent,Jamal,Jamal,2:52
2025-03-19,Anxiety,Doechii,Doechii,4:09
2025-03-19,Whole Lotta,Valiant,Valiant,2:45
2025-03-19,Fritos Lays,Raw Cashh,Raw Cashh,2:32
