City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
lyon,9.39,6.25,Clouds,broken clouds,72,1020,6.69
madrid,10.12,8.36,Clear,clear sky,45,1021,5.66
manchester,11.35,10.71,Clouds,broken clouds,83,1013,8.23
manila,26.79,29.45,Clouds,broken clouds,82,1012,2.57
marseille,13.08,11.93,Clear,clear sky,57,1010,11.32
medellin,21.6,22.19,Clouds,broken clouds,91,1010,4.47
melbourne,17.03,16.85,Clouds,broken clouds,79,1020,6.17
miami,24.37,25.0,Clouds,overcast clouds,82,1018,7.72
milano,10.88,10.35,Clear,clear sky,89,1010,1.54
monterrey,34.28,33.32,Clear,clear sky,28,1007,2.59
montreal,1.42,-2.93,Clear,clear sky,44,1022,4.63
mumbai,28.0,30.54,Haze,haze,69,1006,0.0
munich,7.08,7.08,Clouds,overcast clouds,95,1018,0.89
nagoya,11.09,9.35,Clouds,overcast clouds,42,1021,2.53
naha,14.89,14.86,Rain,shower rain,93,1025,7.72
nairobi,17.66,18.09,Rain,light rain,100,1014,2.06
napoli,10.98,10.41,Rain,light rain,87,1003,3.09
nashville,20.64,20.54,Clouds,overcast clouds,68,1015,5.66
new_york,20.24,19.65,Clouds,broken clouds,51,1014,1.54
osaka,8.92,6.7,Clouds,scattered clouds,27,1022,3.94
ottawa,0.71,-2.27,Rain,light rain,51,1022,2.59
paris,7.27,5.17,Clear,clear sky,67,1024,3.09
philadelphia,25.4,24.99,Clouds,broken clouds,38,1015,5.66
phoenix,26.03,26.03,Clouds,few clouds,18,1007,3.58
prague,8.55,5.34,Clouds,overcast clouds,80,1015,6.17
quebec_city,-0.23,-5.41,Clouds,scattered clouds,39,1024,5.36
rio_de_janeiro,26.42,26.42,Clouds,few clouds,75,1011,5.66
riyadh,21.65,20.31,Clouds,few clouds,17,1012,4.51
rome,11.21,10.06,Rain,light rain,64,1004,2.06
san_diego,17.21,16.74,Clouds,broken clouds,67,1015,5.66
san_francisco,14.16,13.35,Clouds,overcast clouds,66,1016,6.69
san_jose,18.12,17.08,Clouds,scattered clouds,42,1015,2.68
san_juan,27.36,29.58,Haze,haze,71,1016,7.72
santiago,22.63,22.36,Clear,clear sky,54,1014,6.69
santo_domingo,28.82,31.99,Rain,light rain,68,1014,5.14
sao_paulo,22.97,23.54,Clouds,scattered clouds,85,1015,4.63
sapporo,1.82,-3.93,Snow,snow,69,1014,7.93
seattle,12.3,11.31,Clouds,broken clouds,66,1018,4.12
sendai,5.13,1.62,Clouds,overcast clouds,65,1020,4.76
seoul,-4.24,-4.24,Clear,clear sky,86,1029,1.03
shanghai,6.88,5.56,Clear,clear sky,53,1030,2.0
sydney,19.45,19.72,Rain,light intensity shower rain,87,1007,11.32
taipei,13.9,13.7,Rain,moderate rain,90,1022,4.12
tel_aviv,15.88,15.46,Clouds,few clouds,74,1012,2.06
tokyo,6.3,3.39,Clouds,broken clouds,70,1020,4.12
toronto,0.1,-6.83,Rain,light rain,92,1018,9.77
vancouver,10.06,9.13,Clouds,overcast clouds,77,1018,4.92
vienna,9.24,8.74,Drizzle,light intensity drizzle rain,94,1012,1.54
warsaw,8.16,7.51,Clear,clear sky,65,1012,1.54
washington_dc,26.7,26.43,Clouds,overcast clouds,35,1016,5.14
winnipeg,-1.21,-6.64,Clouds,overcast clouds,62,1023,5.36
zurich,8.27,8.27,Clouds,overcast clouds,83,1021,1.03
