City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
accra,30.8,35.68,Clouds,broken clouds,65,1007,6.5
almaty,3.85,3.85,Clouds,broken clouds,59,1026,1.1
auckland,15.79,15.67,Clouds,broken clouds,86,1019,1.54
austin,25.13,25.47,Clouds,broken clouds,68,1004,3.13
bangalore,25.66,25.69,Clouds,broken clouds,54,1013,4.12
bangkok,28.95,32.62,Clouds,scattered clouds,70,1011,5.63
barcelona,9.0,6.97,Rain,light rain,78,1001,3.6
beijing,6.92,4.68,Clouds,overcast clouds,46,1032,3.2
berlin,8.47,6.59,Clouds,broken clouds,55,1008,3.13
birmingham,7.67,5.35,Clouds,broken clouds,64,1014,3.6
bogotá,15.99,15.79,Clouds,few clouds,82,1017,2.57
bordeaux,10.21,8.49,Clouds,scattered clouds,46,1005,5.14
brisbane,19.34,19.81,Clouds,few clouds,95,1020,2.57
budapest,12.83,12.52,Clouds,broken clouds,90,1002,3.09
buenos_aires,21.21,21.08,Clouds,scattered clouds,65,1019,8.05
busan,9.37,5.83,Rain,moderate rain,67,1025,8.09
calgary,-9.17,-15.66,Clouds,overcast clouds,79,1009,4.12
cape_town,27.5,28.39,Clear,clear sky,56,1008,6.17
chicago,20.52,19.93,Clouds,few clouds,50,1004,6.69
ciudad_de_mexico,22.73,21.55,Clear,clear sky,19,1015,2.06
cologne,7.25,4.84,Rain,light rain,58,1009,3.6
copenhagen,1.84,-2.1,Clouds,overcast clouds,82,1012,4.12
dallas,23.95,24.12,Clouds,few clouds,66,1001,10.8
delhi,23.07,22.89,Haze,haze,56,1009,3.6
denver,6.77,4.02,Clouds,overcast clouds,49,990,4.02
detroit,13.66,12.26,Clear,clear sky,45,1012,2.57
dubai,25.01,25.16,Clear,clear sky,61,1013,2.06
dublin,8.29,5.19,Clouds,scattered clouds,65,1017,5.66
durban,23.45,23.97,Rain,moderate rain,81,1020,7.23
edmonton,-15.18,-21.91,Clouds,overcast clouds,80,1013,3.13
frankfurt,8.02,5.51,Clouds,few clouds,59,1008,4.12
fukuoka,12.86,11.61,Clouds,overcast clouds,54,1021,1.03
glasgow,9.4,8.92,Clouds,broken clouds,47,1018,1.54
guadalajara,20.88,19.7,Clear,clear sky,26,1016,0.0
guangzhou,23.92,24.35,Clear,clear sky,76,1013,4.42
guatemala_city,24.96,25.1,Clouds,scattered clouds,61,1014,6.17
hamburg,4.66,1.1,Clouds,scattered clouds,78,1010,4.63
honolulu,22.34,22.51,Clouds,few clouds,72,1021,4.12
houston,24.11,24.64,Haze,haze,79,1006,7.2
istanbul,15.39,13.9,Clear,clear sky,35,1016,1.03
jakarta,27.34,29.96,Clouds,scattered clouds,75,1011,4.63
johannesburg,20.13,19.95,Clouds,overcast clouds,67,1014,0.89
kingston,31.56,36.07,Clouds,broken clouds,60,1015,2.08
kuala_lumpur,24.65,25.63,Clouds,overcast clouds,94,1012,0.8
kyiv,12.97,11.94,Clouds,broken clouds,62,1011,1.15
kyoto,6.18,4.71,Clear,clear sky,68,1027,2.03
lagos,30.6,35.73,Clouds,overcast clouds,67,1008,5.95
lima,23.21,23.49,Clear,clear sky,73,1014,3.09
liverpool,8.97,6.45,Clouds,scattered clouds,57,1015,4.63
london,8.27,5.82,Clouds,overcast clouds,59,1013,4.12
los_angeles,8.61,6.79,Rain,light rain,81,1018,3.09
lyon,5.91,2.41,Rain,light rain,72,1004,5.14
madrid,9.22,6.56,Clouds,broken clouds,46,1001,5.14
manchester,8.33,5.66,Clouds,few clouds,58,1015,4.63
manila,26.81,28.92,Clouds,few clouds,75,1013,3.09
marseille,10.3,9.87,Rain,moderate rain,95,999,4.63
medellin,24.08,24.35,Clouds,scattered clouds,69,1015,2.06
melbourne,18.33,18.41,Clouds,overcast clouds,84,1018,0.0
miami,26.61,26.61,Clouds,few clouds,65,1016,3.09
milano,11.9,11.34,Clouds,broken clouds,84,1002,2.06
monterrey,32.55,30.23,Clouds,broken clouds,9,1006,1.82
montreal,6.43,4.16,Clear,clear sky,56,1020,3.09
mumbai,29.0,30.17,Smoke,smoke,54,1010,1.54
munich,5.55,5.55,Clouds,overcast clouds,82,1006,0.45
nagoya,9.98,7.38,Clear,clear sky,35,1025,5.5
naha,19.92,20.58,Mist,mist,100,1015,1.54
nairobi,25.15,24.53,Clear,clear sky,31,1010,4.5
napoli,19.74,19.41,Clear,clear sky,63,1003,3.13
nashville,21.53,21.54,Clear,clear sky,69,1010,7.72
new_york,10.22,8.84,Clouds,few clouds,59,1022,3.6
osaka,7.81,5.36,Clear,clear sky,38,1027,3.9
ottawa,6.27,5.35,Clouds,broken clouds,49,1019,1.54
paris,6.38,2.58,Clear,clear sky,67,1008,6.17
philadelphia,10.01,8.79,Clouds,broken clouds,66,1021,2.57
phoenix,9.05,7.03,Clouds,broken clouds,63,1017,3.6
prague,5.56,3.09,Clouds,overcast clouds,84,1007,3.13
quebec_city,4.32,1.27,Clouds,scattered clouds,57,1020,3.6
rio_de_janeiro,28.85,32.4,Clouds,few clouds,70,1012,3.09
riyadh,23.92,22.99,Clear,clear sky,24,1017,4.48
rome,18.16,17.7,Clouds,overcast clouds,64,1002,3.58
san_diego,11.19,10.43,Clouds,broken clouds,79,1019,5.14
san_francisco,6.72,2.19,Rain,light rain,89,1008,8.75
san_jose,7.14,2.12,Rain,light rain,84,1010,11.32
san_juan,23.07,23.89,Rain,moderate rain,94,1016,2.57
santiago,24.45,24.1,Clouds,few clouds,44,1013,2.57
santo_domingo,29.11,31.88,Clouds,broken clouds,64,1015,0.0
sao_paulo,26.06,26.06,Clouds,broken clouds,77,1012,4.47
sapporo,-0.41,-5.5,Snow,snow,90,1021,5.12
seattle,3.45,-0.41,Clouds,broken clouds,86,1000,4.63
sendai,3.22,-1.78,Clouds,few clouds,48,1025,7.0
seoul,11.48,9.62,Clouds,overcast clouds,36,1024,1.04
shanghai,9.95,7.53,Rain,light intensity shower rain,93,1018,5.0
sydney,22.79,23.37,Rain,light rain,86,1018,10.29
taipei,17.31,17.63,Mist,mist,97,1015,0.89
tel_aviv,21.9,22.0,Clear,clear sky,71,1016,2.57
tokyo,9.31,5.46,Clouds,few clouds,38,1025,9.26
toronto,7.3,4.67,Clouds,broken clouds,54,1017,4.02
vancouver,4.78,0.89,Clouds,overcast clouds,81,1002,5.36
vienna,3.28,-1.13,Clouds,broken clouds,89,1006,5.66
warsaw,5.58,2.24,Rain,moderate rain,66,1010,4.63
washington_dc,7.58,6.32,Clouds,overcast clouds,78,1021,2.06
winnipeg,0.59,-1.5,Clouds,overcast clouds,80,991,1.79
zurich,6.53,3.68,Rain,light rain,67,1004,4.12
