City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
accra,32.05,36.59,Clouds,few clouds,58,1008,5.66
almaty,17.85,16.47,Clouds,overcast clouds,30,1012,3.43
auckland,17.58,17.77,Clouds,few clouds,91,1007,0.45
austin,24.8,25.58,Mist,mist,86,1008,5.66
bangalore,23.98,24.5,Clouds,scattered clouds,79,1014,5.14
bangkok,30.34,34.16,Clear,clear sky,63,1012,5.67
barcelona,17.53,16.96,Clouds,broken clouds,62,1012,9.26
beijing,11.92,9.74,Clear,clear sky,22,1016,5.56
berlin,21.15,20.42,Clear,clear sky,42,1017,2.68
birmingham,19.6,18.69,Clear,clear sky,41,1019,6.17
bogotá,17.99,17.49,Clouds,overcast clouds,63,1017,1.03
bordeaux,17.21,16.42,Clear,clear sky,55,1009,4.63
brisbane,21.03,21.54,Clouds,overcast clouds,90,1015,2.57
budapest,20.81,19.83,Clear,clear sky,34,1016,3.13
buenos_aires,13.52,12.31,Clouds,few clouds,53,1032,4.47
busan,7.91,7.22,Clear,clear sky,66,1019,1.54
calgary,-3.19,-6.25,Clouds,scattered clouds,80,1030,2.06
cape_town,22.79,23.0,Clouds,few clouds,72,1012,5.81
chicago,8.12,4.31,Clouds,scattered clouds,66,1026,7.72
ciudad_de_mexico,20.03,19.0,Clear,clear sky,35,1014,4.12
cologne,23.39,22.49,Clear,clear sky,27,1016,3.09
copenhagen,13.39,12.12,Clouds,broken clouds,51,1020,7.2
dallas,14.86,14.93,Mist,mist,97,1011,3.09
delhi,31.07,29.1,Haze,haze,19,1009,3.6
denver,2.23,2.23,Clouds,overcast clouds,82,1021,0.89
detroit,7.97,4.61,Clear,clear sky,66,1028,6.17
dubai,34.01,32.07,Clear,clear sky,21,1011,2.57
dublin,12.97,12.25,Clouds,broken clouds,74,1020,6.17
durban,22.45,23.15,Rain,light rain,92,1017,6.15
edmonton,-2.41,-5.95,Clear,clear sky,64,1028,2.57
frankfurt,21.81,20.99,Clear,clear sky,36,1016,3.6
fukuoka,7.86,6.24,Clouds,broken clouds,76,1020,2.57
glasgow,11.01,9.84,Clear,clear sky,64,1027,9.26
guadalajara,19.88,18.76,Clear,clear sky,32,1016,0.0
guangzhou,17.92,17.8,Clouds,overcast clouds,78,1016,4.28
guatemala_city,22.9,23.02,Clouds,few clouds,68,1016,1.99
hamburg,19.96,18.85,Clear,clear sky,32,1019,5.14
honolulu,23.44,24.01,Clouds,broken clouds,83,1017,1.54
houston,27.55,31.0,Clouds,broken clouds,80,1010,9.26
istanbul,15.94,14.76,Clouds,few clouds,45,1014,4.63
jakarta,27.15,30.18,Clouds,few clouds,81,1010,1.54
johannesburg,14.32,14.39,Rain,light rain,99,1018,0.51
kingston,29.9,33.04,Clouds,few clouds,62,1019,12.86
kuala_lumpur,24.72,25.7,Clouds,few clouds,94,1012,1.03
kyiv,16.87,15.81,Clouds,few clouds,46,1011,2.22
kyoto,6.14,5.42,Clear,clear sky,80,1022,1.37
lagos,33.12,40.12,Clouds,scattered clouds,62,1008,6.17
lima,22.21,22.39,Clouds,few clouds,73,1014,3.09
liverpool,18.7,17.77,Clear,clear sky,44,1021,8.94
