City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
london,20.76,19.86,Clouds,overcast clouds,37,1017,7.72
los_angeles,12.3,11.57,Clear,clear sky,76,1018,1.54
lyon,22.77,22.8,Clear,clear sky,65,1012,5.14
madrid,11.24,10.72,Clouds,scattered clouds,88,1008,2.57
manchester,18.11,16.99,Clouds,scattered clouds,39,1021,6.69
manila,28.52,32.54,Clouds,few clouds,75,1012,4.63
marseille,19.19,18.44,Rain,light rain,49,1014,3.13
medellin,18.94,19.27,Clouds,scattered clouds,91,1018,4.92
melbourne,13.75,13.03,Clouds,overcast clouds,71,1017,6.69
miami,27.36,30.11,Clouds,broken clouds,76,1025,9.26
milano,20.98,20.33,Clear,clear sky,46,1016,1.54
monterrey,31.76,31.46,Clear,clear sky,37,1007,1.39
montreal,6.56,2.29,Clouds,broken clouds,52,1025,7.72
mumbai,29.0,29.42,Smoke,smoke,48,1012,1.54
munich,18.78,17.68,Clear,clear sky,37,1016,2.68
nagoya,10.54,9.19,Clear,clear sky,59,1020,3.09
naha,16.9,16.21,Clouds,scattered clouds,60,1021,2.06
nairobi,22.96,22.88,Rain,moderate rain,60,1012,5.14
napoli,18.93,18.24,Clouds,few clouds,52,1015,3.09
nashville,24.32,24.87,Clouds,broken clouds,79,1020,5.66
new_york,17.82,16.91,Clouds,overcast clouds,48,1021,6.17
osaka,7.93,5.97,Clear,clear sky,62,1021,3.09
ottawa,6.26,2.43,Clouds,broken clouds,49,1027,6.17
paris,23.66,22.97,Clear,clear sky,34,1013,7.2
philadelphia,18.66,18.88,Clouds,overcast clouds,88,1023,3.6
phoenix,13.77,12.33,Clouds,broken clouds,43,1014,3.09
prague,18.55,17.53,Clear,clear sky,41,1017,2.24
quebec_city,6.06,1.98,Clouds,broken clouds,58,1019,6.69
rio_de_janeiro,26.76,29.88,Clouds,broken clouds,88,1014,2.57
riyadh,35.92,33.12,Clouds,broken clouds,9,1008,5.45
rome,19.2,18.35,Clear,clear sky,45,1015,4.63
san_diego,11.22,10.54,Clear,clear sky,82,1018,2.57
san_francisco,10.42,9.71,Clear,clear sky,84,1021,2.06
san_jose,8.46,7.85,Clouds,few clouds,78,1021,1.54
san_juan,28.52,30.25,Clouds,scattered clouds,60,1021,9.26
santiago,25.45,24.73,Clear,clear sky,26,1013,1.54
santo_domingo,28.79,30.4,Clouds,scattered clouds,58,1021,6.17
sao_paulo,24.77,25.23,Rain,light rain,74,1018,4.47
sapporo,3.49,0.46,Clouds,overcast clouds,68,1017,3.31
seattle,6.37,5.46,Clear,clear sky,89,1028,1.54
sendai,4.57,1.75,Clear,clear sky,62,1019,3.33
seoul,7.76,7.76,Clear,clear sky,76,1018,1.03
shanghai,14.88,14.17,Clear,clear sky,67,1015,4.0
sydney,18.49,18.64,Clouds,overcast clouds,86,1014,4.63
taipei,21.14,20.69,Clouds,broken clouds,53,1016,6.17
tel_aviv,19.09,18.67,Clouds,few clouds,62,1013,4.12
tokyo,9.38,9.38,Clouds,overcast clouds,47,1019,0.45
toronto,6.97,5.45,Clear,clear sky,55,1028,2.24
vancouver,6.74,5.6,Clouds,few clouds,81,1029,1.79
vienna,19.86,18.76,Clear,clear sky,33,1017,1.54
warsaw,19.67,18.63,Clear,clear sky,36,1014,7.2
washington_dc,20.4,20.58,Rain,light rain,80,1023,5.66
winnipeg,-1.33,-6.66,Clouds,scattered clouds,67,1027,5.14
zurich,21.2,20.34,Clear,clear sky,37,1013,3.6
