City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
london,7.39,5.01,Clouds,overcast clouds,86,1013,3.6
los_angeles,16.1,15.8,Clear,clear sky,78,1016,3.6
lyon,8.06,8.06,Clear,clear sky,93,1010,0.51
madrid,4.82,1.88,Clear,clear sky,79,1013,3.6
manchester,3.61,3.61,Haze,haze,87,1016,1.03
manila,29.71,33.9,Clouds,scattered clouds,68,1011,3.13
marseille,8.64,7.16,Clouds,overcast clouds,93,1009,2.57
medellin,21.78,22.13,Clear,clear sky,81,1015,2.06
melbourne,20.73,20.63,Clouds,broken clouds,68,1021,6.17
miami,21.9,22.23,Clouds,overcast clouds,80,1021,3.09
milano,8.83,8.83,Fog,fog,94,1011,1.03
monterrey,24.76,24.91,Clouds,overcast clouds,62,1012,1.9
montreal,-4.08,-7.29,Clear,clear sky,61,1021,2.06
mumbai,27.0,29.55,Mist,mist,78,1014,0.0
munich,4.67,3.32,Clouds,overcast clouds,93,1010,1.7
nagoya,19.98,19.5,Clouds,overcast clouds,56,1011,0.45
naha,23.82,24.06,Clouds,few clouds,69,1015,4.63
nairobi,15.81,15.74,Clouds,broken clouds,88,1017,1.95
napoli,13.14,12.89,Clear,clear sky,91,1012,0.51
nashville,16.55,16.56,Rain,very heavy rain,88,1011,4.63
new_york,5.45,1.61,Clouds,scattered clouds,66,1021,5.66
osaka,20.14,19.23,Clear,clear sky,39,1010,3.6
ottawa,-3.88,-8.72,Clouds,scattered clouds,57,1019,3.6
paris,9.38,8.42,Clear,clear sky,94,1011,2.06
philadelphia,6.8,4.61,Clear,clear sky,49,1020,3.09
phoenix,25.19,24.31,Clouds,broken clouds,21,1013,0.45
prague,6.12,3.79,Mist,mist,97,1009,3.09
quebec_city,-6.14,-8.83,Clear,clear sky,55,1022,1.54
rio_de_janeiro,25.69,26.64,Rain,moderate rain,89,1014,3.09
riyadh,11.92,10.03,Clear,clear sky,33,1024,6.62
rome,13.26,12.55,Clouds,scattered clouds,73,1012,2.57
san_diego,14.76,14.46,Clouds,few clouds,83,1016,2.06
san_francisco,12.19,11.63,Clouds,few clouds,83,1019,9.77
san_jose,17.08,16.46,Clouds,few clouds,62,1019,3.09
san_juan,23.87,24.69,Clouds,few clouds,91,1020,0.0
santiago,15.27,14.29,Clear,clear sky,55,1013,0.89
santo_domingo,21.83,22.44,Clouds,scattered clouds,91,1020,0.45
sao_paulo,19.95,20.35,Clear,clear sky,90,1015,3.6
sapporo,6.2,1.11,Clouds,few clouds,66,1007,10.29
seattle,11.92,11.65,Mist,mist,95,1016,7.15
sendai,12.11,10.6,Clouds,overcast clouds,47,1011,3.32
seoul,15.9,14.88,Clouds,broken clouds,51,1004,5.08
shanghai,23.95,23.39,Clear,clear sky,38,1010,4.0
sydney,25.05,25.41,Clouds,broken clouds,69,1018,4.63
taipei,25.52,25.3,Clear,clear sky,45,1014,0.89
tel_aviv,10.25,9.34,Clear,clear sky,77,1027,1.54
tokyo,17.69,17.0,Clouds,broken clouds,57,1011,3.09
toronto,-0.12,-7.12,Clouds,scattered clouds,76,1012,10.8
vancouver,7.45,4.86,Clouds,overcast clouds,88,1014,4.02
vienna,8.49,8.49,Clear,clear sky,81,1010,1.03
warsaw,5.74,4.17,Rain,moderate rain,93,1008,2.06
washington_dc,9.91,7.42,Clouds,overcast clouds,58,1017,5.14
winnipeg,-6.58,-12.01,Clear,clear sky,77,1013,3.6
zurich,8.57,8.57,Clouds,broken clouds,86,1011,0.51
