City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
accra,27.05,30.77,Clear,clear sky,89,1010,3.09
almaty,8.85,7.74,Clouds,overcast clouds,72,1015,2.13
auckland,23.56,23.96,Clouds,few clouds,76,1019,6.17
austin,18.17,18.26,Thunderstorm,thunderstorm with rain,85,1013,6.69
bangalore,23.84,24.42,Clouds,scattered clouds,82,1016,2.06
bangkok,33.25,37.1,Clouds,few clouds,51,1012,3.02
barcelona,9.65,7.3,Clouds,few clouds,75,1010,4.63
beijing,17.92,16.19,Clear,clear sky,16,1009,4.71
berlin,8.96,8.42,Clouds,few clouds,82,1009,1.54
birmingham,5.62,2.85,Clouds,overcast clouds,89,1015,3.6
bogotá,12.99,12.33,Clouds,few clouds,76,1019,2.06
bordeaux,9.21,7.84,Mist,mist,100,1009,2.57
brisbane,27.42,29.69,Clouds,broken clouds,71,1015,4.63
budapest,8.1,8.1,Fog,fog,95,1011,1.03
buenos_aires,18.97,19.19,Clouds,overcast clouds,87,1016,5.81
busan,16.91,16.09,Clear,clear sky,55,1007,5.14
calgary,4.94,4.94,Clouds,overcast clouds,46,1002,0.89
cape_town,16.8,16.73,Clouds,overcast clouds,84,1014,1.34
chicago,4.94,-0.14,Clouds,scattered clouds,74,1005,8.75
ciudad_de_mexico,18.96,17.85,Clouds,scattered clouds,36,1014,5.14
cologne,7.13,7.13,Clouds,overcast clouds,89,1011,1.25
copenhagen,3.67,0.48,Clouds,broken clouds,88,1012,3.6
dallas,21.0,19.89,Clouds,broken clouds,28,1016,6.17
delhi,24.07,23.73,Haze,haze,46,1016,1.03
denver,11.57,9.64,Clouds,overcast clouds,33,1012,2.24
detroit,3.42,-1.18,Clouds,overcast clouds,94,1004,6.17
dubai,24.01,24.5,Clear,clear sky,78,1016,3.6
dublin,4.96,2.39,Clouds,few clouds,85,1018,3.09
durban,24.45,25.17,Clouds,scattered clouds,85,1018,2.45
edmonton,2.35,-0.44,Clouds,overcast clouds,81,1006,2.72
frankfurt,9.62,8.7,Clear,clear sky,94,1010,2.06
fukuoka,19.86,19.36,Clouds,broken clouds,56,1010,4.63
glasgow,7.98,7.98,Clouds,overcast clouds,88,1016,1.03
guadalajara,24.88,23.82,Clear,clear sky,15,1012,3.09
guangzhou,26.92,26.22,Clear,clear sky,26,1015,1.46
guatemala_city,18.37,18.53,Clouds,few clouds,87,1015,3.09
hamburg,4.16,4.16,Clear,clear sky,92,1010,1.03
honolulu,26.18,26.18,Clouds,broken clouds,64,1014,3.6
houston,23.28,23.8,Mist,mist,82,1014,5.14
istanbul,9.47,7.82,Clouds,broken clouds,39,1023,3.09
jakarta,31.05,37.43,Clouds,scattered clouds,69,1011,1.54
johannesburg,17.13,17.2,Clouds,scattered clouds,88,1018,0.45
kingston,27.9,29.41,Clouds,few clouds,61,1018,6.69
kuala_lumpur,27.8,32.64,Clouds,overcast clouds,87,1013,0.52
kyiv,5.19,5.19,Rain,light rain,92,1023,0.89
kyoto,19.53,18.66,Clouds,overcast clouds,43,1010,0.45
lagos,27.12,30.97,Clouds,few clouds,89,1009,1.03
lima,21.21,21.42,Clear,clear sky,78,1011,5.66
liverpool,3.71,2.42,Clouds,few clouds,92,1016,1.54
