City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
montreal,1.6,-4.51,Clouds,broken clouds,59,1005,8.75
mumbai,28.0,28.82,Smoke,smoke,54,1011,0.0
munich,9.22,8.23,Clouds,scattered clouds,61,1002,2.07
nagoya,5.54,3.32,Clear,clear sky,55,1030,2.78
naha,18.97,19.19,Clear,clear sky,87,1022,3.09
nairobi,17.66,17.94,Rain,light rain,94,1013,3.6
napoli,14.68,14.19,Clear,clear sky,76,1012,3.09
nashville,16.17,14.52,Clear,clear sky,26,1016,4.12
new_york,10.74,8.76,Clouds,scattered clouds,34,1011,10.8
osaka,2.1,-0.08,Clear,clear sky,75,1030,2.06
ottawa,1.91,-4.11,Clouds,broken clouds,53,1007,8.75
paris,13.47,12.73,Rain,light rain,71,1000,2.57
philadelphia,12.5,10.69,Clouds,scattered clouds,34,1013,10.8
phoenix,21.12,19.94,Clouds,few clouds,25,1023,1.54
prague,10.63,9.16,Clear,clear sky,54,1003,2.06
quebec_city,-3.45,-9.18,Clouds,broken clouds,75,1004,4.92
rio_de_janeiro,31.02,33.93,Clouds,few clouds,56,1010,7.72
riyadh,20.92,19.85,Clouds,overcast clouds,30,1014,4.23
rome,15.26,14.59,Clouds,broken clouds,67,1010,1.79
san_diego,20.9,19.93,Clear,clear sky,34,1023,3.09
san_francisco,13.67,12.95,Clouds,scattered clouds,71,1022,4.02
san_jose,18.42,17.28,Clouds,few clouds,37,1022,4.92
san_juan,29.99,34.31,Clouds,few clouds,67,1015,5.66
santiago,30.25,28.78,Clear,clear sky,27,1011,6.69
santo_domingo,30.81,33.53,Clouds,scattered clouds,56,1014,1.34
sao_paulo,31.27,32.28,Clear,clear sky,46,1009,5.14
sapporo,-4.29,-7.71,Clouds,overcast clouds,93,1028,2.19
seattle,12.07,11.06,Clouds,broken clouds,66,1013,10.29
sendai,1.83,0.23,Clear,clear sky,72,1028,1.57
seoul,5.12,5.12,Clouds,broken clouds,56,1028,0.31
shanghai,10.88,10.16,Clear,clear sky,82,1024,3.0
sydney,20.46,20.68,Clouds,broken clouds,81,1020,2.06
taipei,19.14,18.52,Clouds,few clouds,54,1021,2.68
tel_aviv,16.06,15.81,Clear,clear sky,80,1017,1.54
tokyo,4.83,4.83,Clear,clear sky,49,1029,0.45
toronto,7.07,2.65,Clouds,few clouds,47,1011,8.75
vancouver,8.49,5.86,Rain,moderate rain,89,1010,4.63
vienna,14.33,13.07,Clear,clear sky,48,1004,7.2
warsaw,12.62,11.09,Clear,clear sky,44,1009,3.6
washington_dc,14.42,12.81,Clouds,broken clouds,34,1015,7.6
winnipeg,3.97,0.52,Clouds,broken clouds,62,1009,4.12
zurich,11.47,9.95,Clear,clear sky,49,1001,1.54
