City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
accra,29.65,33.55,Clouds,overcast clouds,67,1008,6.48
almaty,1.85,-0.78,Clouds,overcast clouds,57,1018,2.45
auckland,12.34,11.8,Clear,clear sky,83,1017,3.6
austin,18.18,16.99,Clear,clear sky,36,1018,2.68
bangalore,25.36,24.97,Clouds,broken clouds,39,1013,2.57
bangkok,27.95,30.44,Clouds,scattered clouds,69,1009,5.75
barcelona,14.49,13.95,Clouds,scattered clouds,75,1018,9.26
beijing,3.92,0.89,Clouds,overcast clouds,23,1029,3.44
berlin,13.0,11.48,Clear,clear sky,43,1019,3.09
birmingham,14.31,13.42,Clear,clear sky,62,1009,5.14
bogotá,15.99,15.66,Rain,heavy intensity rain,77,1015,2.06
bordeaux,20.21,19.46,Clear,clear sky,45,1014,2.57
brisbane,21.24,21.85,Rain,light rain,93,1000,8.23
budapest,14.64,13.0,Clear,clear sky,32,1025,0.89
buenos_aires,33.87,40.87,Clear,clear sky,61,1011,4.63
busan,1.91,0.36,Clear,clear sky,75,1028,1.54
calgary,1.57,-0.37,Clear,clear sky,73,1011,1.79
cape_town,23.24,23.4,Clear,clear sky,68,1017,3.13
chicago,1.75,-3.95,Clouds,few clouds,53,1013,7.72
ciudad_de_mexico,21.62,20.7,Clear,clear sky,33,1016,2.06
cologne,17.27,15.94,Clear,clear sky,34,1018,5.14
copenhagen,10.58,9.36,Clear,clear sky,64,1015,3.6
dallas,14.03,12.51,Clouds,overcast clouds,39,1019,2.68
delhi,18.07,17.11,Haze,haze,45,1012,0.0
denver,4.36,3.44,Clouds,broken clouds,78,1001,1.34
detroit,-0.48,-7.42,Clouds,overcast clouds,67,1005,9.26
dubai,28.01,26.86,Clear,clear sky,24,1017,3.6
dublin,12.65,11.93,Clouds,broken clouds,75,1002,6.71
durban,27.45,32.33,Clear,clear sky,92,1013,5.68
edmonton,1.25,-2.07,Clouds,few clouds,66,1010,3.09
frankfurt,16.15,14.92,Clear,clear sky,42,1020,1.54
fukuoka,4.86,3.74,Clouds,overcast clouds,70,1027,1.54
glasgow,11.79,11.09,Clouds,broken clouds,79,1002,8.23
guadalajara,26.52,26.52,Clear,clear sky,18,1015,1.75
guangzhou,9.92,7.3,Rain,light rain,73,1024,5.51
guatemala_city,21.74,20.83,Clouds,broken clouds,33,1017,9.26
hamburg,15.26,13.94,Clear,clear sky,42,1017,4.12
honolulu,22.4,22.84,Rain,light rain,82,1021,4.63
houston,18.44,17.15,Clear,clear sky,31,1020,7.2
istanbul,9.83,7.32,Clear,clear sky,28,1028,5.14
jakarta,26.11,26.11,Clouds,scattered clouds,83,1010,5.14
johannesburg,23.91,24.37,Clouds,broken clouds,77,1015,1.91
kingston,28.9,32.51,Clouds,few clouds,70,1014,3.09
kuala_lumpur,26.68,29.67,Clouds,few clouds,88,1011,0.0
kyiv,11.95,10.32,Clear,clear sky,43,1021,5.18
kyoto,3.36,0.8,Clouds,scattered clouds,88,1021,2.68
lagos,33.12,40.12,Clouds,few clouds,62,1008,5.14
lima,24.21,24.59,Clear,clear sky,73,1015,5.66
liverpool,14.44,13.38,Clouds,scattered clouds,55,1006,6.26
london,13.66,12.47,Clouds,broken clouds,53,1012,4.02
los_angeles,11.12,10.27,Clouds,scattered clouds,76,1012,9.77
lyon,13.54,12.2,Clouds,overcast clouds,48,1019,3.42
madrid,9.75,8.16,Rain,heavy intensity rain,90,1013,3.09
manchester,14.67,13.52,Rain,light rain,51,1007,3.09
manila,27.81,31.21,Clouds,broken clouds,77,1011,2.8
marseille,15.86,14.65,Clear,clear sky,44,1021,5.66
medellin,20.86,21.35,Rain,moderate rain,90,1015,3.58
melbourne,17.81,17.63,Clear,clear sky,76,1020,2.32
miami,21.36,20.91,Clear,clear sky,52,1016,6.69
milano,15.65,14.55,Clear,clear sky,49,1025,2.06
monterrey,25.51,25.34,Clear,clear sky,47,1015,10.28
montreal,4.79,-0.63,Clouds,overcast clouds,79,989,9.77
mumbai,28.0,27.3,Smoke,smoke,34,1011,1.54
munich,13.45,12.5,Clouds,scattered clouds,63,1021,1.46
nagoya,5.54,2.0,Clear,clear sky,53,1018,5.02
naha,14.95,14.93,Clouds,broken clouds,93,1020,6.17
nairobi,25.96,25.96,Clouds,few clouds,29,1012,5.14
napoli,14.9,13.83,Clear,clear sky,53,1025,2.57
nashville,5.57,2.79,Clouds,scattered clouds,56,1018,3.6
new_york,11.0,9.8,Clouds,overcast clouds,63,993,9.77
osaka,3.93,1.15,Clouds,broken clouds,75,1022,3.09
ottawa,1.22,-3.76,Clouds,overcast clouds,100,989,5.7
paris,17.65,16.33,Clear,clear sky,33,1016,4.63
philadelphia,9.05,5.24,Clouds,broken clouds,57,996,8.75
phoenix,17.17,16.04,Clouds,overcast clouds,42,1010,9.77
prague,13.51,12.22,Clear,clear sky,50,1021,3.13
quebec_city,3.57,1.94,Clouds,overcast clouds,97,988,1.79
rio_de_janeiro,32.81,34.86,Clouds,few clouds,46,1018,6.17
riyadh,21.92,21.42,Rain,light rain,48,1014,0.47
rome,15.35,14.46,Clear,clear sky,58,1024,3.6
san_diego,12.41,11.8,Clouds,broken clouds,80,1015,4.92
san_francisco,9.66,7.11,Clouds,scattered clouds,76,1010,5.14
san_jose,9.12,8.6,Clouds,broken clouds,79,1011,1.54
san_juan,29.52,33.27,Rain,light rain,67,1014,2.24
santiago,24.68,24.54,Clear,clear sky,51,1015,5.14
santo_domingo,29.81,35.54,Clouds,scattered clouds,74,1014,4.12
sao_paulo,28.76,29.83,Clear,clear sky,54,1017,4.12
sapporo,-0.96,-5.77,Snow,light snow,92,1015,4.44
seattle,6.27,4.26,Clouds,overcast clouds,85,1016,2.68
sendai,1.85,-1.46,Clear,clear sky,70,1015,3.22
seoul,3.24,3.24,Clear,clear sky,42,1028,0.33
shanghai,4.95,1.8,Clear,clear sky,75,1031,4.0
sydney,21.18,21.23,Rain,light rain,72,1019,1.34
taipei,13.1,12.76,Drizzle,light intensity drizzle,88,1025,5.14
tel_aviv,18.12,17.29,Clear,clear sky,50,1016,3.6
tokyo,6.28,1.62,Rain,moderate rain,44,1015,8.75
toronto,-2.67,-9.67,Clouds,overcast clouds,77,996,8.23
vancouver,5.64,1.64,Clear,clear sky,78,1016,6.17
vienna,16.75,15.29,Clear,clear sky,31,1021,8.23
warsaw,13.62,12.06,Clear,clear sky,39,1020,1.54
washington_dc,7.3,2.82,Clouds,overcast clouds,55,1000,9.26
