City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
accra,30.05,36.17,Clouds,few clouds,74,1011,5.14
almaty,10.85,8.54,Clouds,broken clouds,21,1021,4.15
auckland,13.9,13.75,Mist,mist,92,1020,1.03
austin,21.32,20.45,Clear,clear sky,36,1018,4.02
bangalore,25.25,25.42,Clouds,few clouds,61,1014,5.81
bangkok,28.51,28.74,Clouds,scattered clouds,47,1013,1.47
barcelona,14.32,13.64,Mist,mist,70,1009,4.63
beijing,19.92,18.25,Clear,clear sky,11,1011,4.22
berlin,14.75,13.3,Clear,clear sky,39,1019,4.92
birmingham,14.57,13.73,Rain,light rain,63,1001,5.66
bogotá,15.41,15.04,Clouds,overcast clouds,78,1017,2.24
bordeaux,17.21,16.87,Clear,clear sky,72,1001,4.63
brisbane,22.61,23.46,Clouds,broken clouds,97,1014,2.06
budapest,9.84,9.43,Clear,clear sky,47,1021,1.54
buenos_aires,30.53,31.51,Clouds,broken clouds,48,1013,4.02
busan,9.91,8.35,Clear,clear sky,50,1012,3.09
calgary,7.69,7.69,Clouds,overcast clouds,38,1001,0.45
cape_town,20.09,20.53,Mist,mist,91,1013,5.14
chicago,12.12,10.85,Clouds,overcast clouds,56,1008,4.47
ciudad_de_mexico,21.62,20.78,Clouds,broken clouds,36,1016,0.89
cologne,19.93,18.89,Clear,clear sky,35,1011,3.6
copenhagen,6.84,3.58,Clear,clear sky,61,1025,5.14
dallas,19.18,17.94,Clear,clear sky,30,1018,5.14
delhi,23.07,22.63,Haze,haze,46,1012,1.03
denver,9.52,7.86,Clouds,overcast clouds,23,1012,3.13
detroit,8.55,5.02,Clear,clear sky,47,1012,7.2
dubai,30.01,28.62,Clear,clear sky,28,1015,2.57
dublin,11.09,10.4,Rain,light rain,82,998,5.14
durban,24.45,25.25,Clouds,broken clouds,88,1015,4.01
edmonton,2.36,-0.77,Clouds,broken clouds,66,1003,3.13
frankfurt,19.38,18.31,Clear,clear sky,36,1013,5.14
fukuoka,11.86,10.82,Clear,clear sky,66,1016,2.57
glasgow,14.84,13.95,Clouds,overcast clouds,60,1004,5.14
guadalajara,29.62,27.84,Clouds,scattered clouds,12,1015,1.65
guangzhou,17.92,16.84,Clouds,scattered clouds,41,1022,4.14
guatemala_city,19.96,19.68,Clouds,broken clouds,64,1017,8.23
hamburg,14.09,12.94,Clear,clear sky,53,1018,4.12
honolulu,22.8,23.15,Clouds,few clouds,77,1021,3.09
houston,21.79,20.96,Clear,clear sky,36,1020,5.14
istanbul,7.05,5.7,Clear,clear sky,43,1027,2.06
jakarta,28.29,31.85,Clouds,scattered clouds,74,1011,0.0
johannesburg,18.9,18.88,Clouds,overcast clouds,78,1017,0.0
kingston,31.9,32.13,Clouds,few clouds,40,1016,2.06
kuala_lumpur,26.5,26.5,Clouds,few clouds,83,1013,0.0
kyiv,9.08,9.08,Clear,clear sky,47,1023,0.75
kyoto,10.55,9.75,Clear,clear sky,80,1013,1.96
lagos,31.12,37.92,Clouds,scattered clouds,70,1010,6.17
lima,24.21,24.49,Clear,clear sky,69,1010,4.12
liverpool,15.46,14.6,Clear,clear sky,59,1001,5.81
london,15.44,14.74,Clouds,overcast clouds,65,1003,4.12
los_angeles,19.0,18.21,Clear,clear sky,48,1018,1.54
lyon,18.26,17.45,Clear,clear sky,50,1005,8.23
madrid,10.36,9.75,Clouds,overcast clouds,88,1007,6.69
manchester,14.6,13.68,Clouds,overcast clouds,60,1002,3.6
manila,24.71,25.3,Clouds,few clouds,79,1015,2.06
marseille,14.19,13.83,Clouds,broken clouds,83,1011,11.83
medellin,26.65,26.65,Clouds,scattered clouds,63,1012,2.57
melbourne,11.95,11.42,Clouds,broken clouds,85,1018,1.24
miami,22.09,21.27,Clear,clear sky,35,1020,5.14
milano,11.41,10.56,Clouds,broken clouds,75,1023,1.03
monterrey,19.77,18.85,Clear,clear sky,40,1018,2.05
montreal,4.37,-0.72,Clear,clear sky,38,1004,8.23
mumbai,26.0,26.0,Haze,haze,73,1014,2.06
munich,13.98,13.26,Clouds,overcast clouds,70,1013,4.23
nagoya,8.87,7.98,Clear,clear sky,69,1013,1.88
naha,13.95,13.15,Clear,clear sky,67,1023,3.09
nairobi,21.96,21.78,Clouds,scattered clouds,60,1017,5.14
napoli,14.2,13.27,Clear,clear sky,61,1024,2.06
nashville,12.35,10.5,Clear,clear sky,33,1020,3.6
new_york,8.59,4.06,Clear,clear sky,32,1006,11.32
osaka,10.03,8.34,Clear,clear sky,48,1013,4.53
ottawa,3.08,-1.83,Clouds,few clouds,44,1008,6.69
paris,16.87,16.31,Rain,light rain,65,1005,4.63
philadelphia,9.99,5.84,Clouds,few clouds,33,1009,11.83
phoenix,22.73,21.48,Smoke,smoke,16,1016,2.68
prague,13.27,11.85,Clear,clear sky,46,1018,4.12
quebec_city,5.08,2.2,Clouds,broken clouds,66,998,3.6
rio_de_janeiro,26.91,28.7,Clouds,few clouds,70,1016,6.17
riyadh,25.92,25.77,Clouds,broken clouds,46,1013,4.7
rome,13.95,13.15,Clear,clear sky,67,1023,5.14
san_diego,17.65,17.01,Clouds,few clouds,59,1018,2.57
san_francisco,13.73,12.96,Clouds,broken clouds,69,1023,2.68
san_jose,13.58,12.59,Clouds,broken clouds,61,1023,2.24
san_juan,29.84,33.97,Clouds,scattered clouds,67,1017,5.14
santiago,27.23,27.03,Clear,clear sky,40,1013,3.09
santo_domingo,30.81,33.53,Clouds,few clouds,56,1016,2.57
sao_paulo,25.63,26.0,Clouds,broken clouds,67,1015,4.63
sapporo,4.41,1.86,Rain,moderate rain,84,995,2.92
