City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
accra,27.0,29.83,Clouds,overcast clouds,81,1013,2.17
almaty,16.85,15.79,Clouds,overcast clouds,46,1020,2.49
auckland,16.66,16.47,Clouds,scattered clouds,80,1024,6.69
austin,14.96,13.84,Clear,clear sky,51,1020,2.57
bangalore,30.81,30.4,Clouds,scattered clouds,38,1012,2.57
bangkok,35.61,42.61,Clouds,few clouds,52,1009,4.43
barcelona,13.24,12.68,Clouds,few clouds,79,1020,2.68
beijing,20.92,19.82,Clouds,overcast clouds,29,1008,1.52
berlin,6.73,5.59,Clouds,overcast clouds,66,1022,1.79
birmingham,2.22,0.72,Clear,clear sky,92,1029,1.54
bogotá,13.99,14.06,Clouds,broken clouds,100,1018,2.06
bordeaux,9.21,8.22,Clear,clear sky,71,1019,2.06
brisbane,23.63,23.82,Clouds,scattered clouds,68,1020,5.14
budapest,5.82,3.43,Clear,clear sky,54,1021,3.09
buenos_aires,18.37,18.38,Clouds,overcast clouds,81,1018,0.89
busan,17.65,16.62,Clouds,overcast clouds,44,1012,3.03
calgary,3.51,3.51,Clouds,few clouds,65,1008,0.45
cape_town,17.39,17.64,Mist,mist,94,1018,3.09
chicago,2.67,-0.74,Clouds,overcast clouds,60,1021,3.6
ciudad_de_mexico,12.81,11.5,Clouds,few clouds,52,1020,3.6
cologne,6.86,6.86,Clouds,broken clouds,73,1023,0.74
copenhagen,6.36,4.08,Clouds,few clouds,79,1023,3.09
dallas,15.08,14.11,Clear,clear sky,56,1018,4.63
delhi,36.07,35.79,Haze,haze,28,1009,3.09
denver,13.63,11.81,Clouds,overcast clouds,29,1014,0.89
detroit,-1.73,-1.73,Clouds,broken clouds,79,1023,0.94
dubai,30.01,29.94,Clear,clear sky,42,1011,4.63
dublin,6.24,6.24,Clear,clear sky,83,1029,0.54
durban,23.45,24.15,Clouds,scattered clouds,88,1010,4.83
edmonton,7.27,6.22,Clouds,overcast clouds,63,1007,1.79
frankfurt,5.51,3.05,Clear,clear sky,69,1022,3.09
fukuoka,19.86,19.36,Clouds,few clouds,56,1012,5.66
glasgow,5.27,2.77,Clouds,overcast clouds,92,1031,3.09
guadalajara,19.88,18.89,Clear,clear sky,37,1017,3.09
guangzhou,28.92,29.56,Clouds,overcast clouds,50,1010,3.0
guatemala_city,13.11,13.09,Clouds,overcast clouds,100,1020,2.24
hamburg,3.94,1.16,Fog,fog,96,1023,3.09
honolulu,23.31,23.47,Clouds,scattered clouds,68,1017,6.69
houston,14.66,14.01,Clear,clear sky,70,1020,3.09
istanbul,4.47,1.14,Clouds,broken clouds,53,1020,4.12
jakarta,32.62,38.56,Clouds,scattered clouds,60,1009,6.17
johannesburg,14.61,14.69,Clouds,broken clouds,98,1017,0.0
kingston,25.9,26.35,Clouds,few clouds,69,1015,3.6
kuala_lumpur,33.51,40.51,Rain,light rain,64,1010,2.5
kyiv,2.41,2.41,Clouds,scattered clouds,68,1017,0.45
kyoto,18.89,17.54,Clouds,broken clouds,27,1012,3.54
lagos,28.29,32.84,Clouds,overcast clouds,80,1012,3.52
lima,20.21,20.45,Clouds,broken clouds,83,1013,5.66
liverpool,4.65,2.33,Clear,clear sky,85,1028,2.68
london,4.05,1.3,Clear,clear sky,90,1028,3.09
los_angeles,16.51,16.1,Clear,clear sky,72,1017,2.06
lyon,8.1,6.77,Clouds,broken clouds,92,1019,2.24
madrid,10.5,9.51,Clear,clear sky,73,1018,2.24
manchester,3.62,3.62,Clouds,scattered clouds,88,1029,1.03
manila,34.18,41.18,Clouds,few clouds,57,1009,5.36
marseille,10.86,10.25,Clouds,broken clouds,86,1021,1.54
medellin,18.8,19.27,Clouds,scattered clouds,97,1017,2.24
melbourne,20.18,19.82,Clear,clear sky,60,1018,5.66
miami,20.17,20.57,Clouds,broken clouds,89,1014,6.69
milano,7.63,7.63,Clouds,broken clouds,85,1022,0.95
monterrey,18.09,17.05,Clear,clear sky,42,1023,1.54
montreal,-5.19,-11.15,Clouds,overcast clouds,72,1015,4.63
mumbai,33.0,37.81,Smoke,smoke,55,1011,3.09
munich,3.04,3.04,Clouds,scattered clouds,83,1022,0.45
