City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
nagoya,22.74,21.75,Clear,clear sky,26,1010,4.67
naha,22.94,22.91,Clouds,broken clouds,62,1015,3.09
nairobi,19.66,19.59,Clouds,scattered clouds,73,1019,0.51
napoli,9.69,9.25,Clear,clear sky,55,1024,1.54
nashville,3.34,0.87,Clear,clear sky,64,1023,2.57
new_york,1.72,-3.99,Clear,clear sky,42,1020,7.72
osaka,19.09,17.76,Clouds,broken clouds,27,1012,2.72
ottawa,-6.88,-12.6,Clouds,scattered clouds,67,1018,3.85
paris,7.13,4.41,Clear,clear sky,74,1022,4.12
philadelphia,1.66,-2.32,Clear,clear sky,46,1022,4.12
phoenix,24.18,23.07,Clear,clear sky,16,1013,2.06
prague,4.75,2.54,Clear,clear sky,71,1022,2.57
quebec_city,-4.16,-9.49,Snow,snow,77,1009,4.12
rio_de_janeiro,22.8,23.17,Clear,clear sky,78,1014,2.06
riyadh,29.92,28.28,Clear,clear sky,23,1017,5.72
rome,9.1,9.1,Clouds,few clouds,70,1023,1.03
san_diego,14.86,14.7,Clear,clear sky,88,1016,1.54
san_francisco,11.99,11.36,Clear,clear sky,81,1020,7.2
san_jose,12.75,12.06,Clear,clear sky,76,1020,2.57
san_juan,23.92,24.64,Rain,light rain,87,1016,0.0
santiago,15.9,15.43,Clouds,scattered clouds,72,1013,1.57
santo_domingo,22.81,23.44,Clouds,few clouds,88,1016,1.85
sao_paulo,20.4,20.74,Clouds,broken clouds,86,1017,1.34
sapporo,13.49,12.57,Clouds,scattered clouds,64,1006,4.53
seattle,8.38,5.6,Clouds,few clouds,89,1019,4.92
sendai,14.69,13.15,Clouds,scattered clouds,36,1011,8.75
seoul,18.56,17.15,Clouds,overcast clouds,26,1011,4.34
shanghai,28.95,28.31,Clear,clear sky,37,1008,5.0
sydney,22.6,22.67,Clouds,broken clouds,67,1020,7.2
taipei,27.8,27.0,Clouds,broken clouds,31,1009,1.34
tel_aviv,21.28,21.47,Clouds,broken clouds,77,1012,3.6
tokyo,21.32,20.24,Clouds,few clouds,28,1010,3.6
toronto,-3.14,-3.14,Clear,clear sky,66,1022,0.45
vancouver,8.43,5.19,Rain,moderate rain,85,1016,6.17
vienna,3.38,2.04,Clear,clear sky,76,1023,1.54
warsaw,0.47,-3.42,Clear,clear sky,77,1019,3.6
washington_dc,1.04,-2.33,Clear,clear sky,56,1023,3.09
winnipeg,2.67,-1.38,Clouds,broken clouds,57,1009,4.63
zurich,5.57,5.57,Clear,clear sky,72,1023,0.89
