Date,Song Title,Artist,Album,Duration
2025-04-22,"Selalu Ada di Nadimu (Original Soundtrack From ""JUMBO"")",Prince Poetiray,Prince Poetiray,2:54
2025-04-22,You'll Be in My Heart (Spotify Singles),NIKI,NIKI,4:01
2025-04-22,like JENNIE,JENNIE,JENNIE,2:03
2025-04-22,Stecu Stecu,Faris Adam,Faris Adam,3:43
2025-04-22,Mangu (feat. Charita Utami),Fourtwnty,Fourtwnty,4:22
2025-04-22,"Selalu Ada di Nadimu (Original Soundtrack From ""JUMBO"")",Bunga Citra Lestari,Bunga Citra Lestari,4:41
2025-04-22,Aku Dah Lupa,MikkyZia,MikkyZia,3:02
2025-04-22,luther,Kendrick Lamar,Kendrick Lamar,2:57
2025-04-22,Nina,.Feast,.Feast,4:37
2025-04-22,BIRDS OF A FEATHER,Billie Eilish,Billie Eilish,3:30
2025-04-22,Anugerah Terindah,Andmesh,Andmesh,4:42
2025-04-22,Die With A Smile,Lady Gaga,Lady Gaga,4:11
2025-04-22,WILDFLOWER,Billie Eilish,Billie Eilish,4:21
2025-04-22,twilight zone,Ariana Grande,Ariana Grande,3:18
2025-04-22,Bunga Maaf,The Lantis,The Lantis,4:12
2025-04-22,Garam & Madu (Sakit Dadaku),Tenxi,Tenxi,3:04
2025-04-22,Handlebars,JENNIE,JENNIE,3:04
2025-04-22,Lesung Pipi,Raim Laode,Raim Laode,3:45
2025-04-22,The Chase,Hearts2Hearts,Hearts2Hearts,2:58
2025-04-22,Sialan,Adrian Khalif,Adrian Khalif,4:01
2025-04-22,Lampu Kuning,Juicy Luicy,Juicy Luicy,3:59
2025-04-22,ExtraL,JENNIE,JENNIE,2:47
2025-04-22,Berharap Pada Timur,Salma Salsabil,Salma Salsabil,3:41
2025-04-22,Backburner,NIKI,NIKI,3:56
2025-04-22,APT.,ROSÉ,ROSÉ,2:49
