City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
accra,28.05,33.73,Thunderstorm,thunderstorm,89,1008,2.57
almaty,14.85,13.59,Clouds,broken clouds,46,1023,2.32
auckland,21.04,21.11,Clouds,scattered clouds,73,1014,3.09
austin,24.25,24.9,Clear,clear sky,83,1013,2.24
bangalore,29.78,33.41,Clouds,few clouds,65,1012,3.09
bangkok,34.89,41.89,Clouds,overcast clouds,55,1010,3.8
barcelona,13.35,12.62,Clouds,few clouds,72,1020,3.6
beijing,25.92,24.96,Clear,clear sky,15,1006,7.03
berlin,8.48,8.48,Fog,fog,94,1018,1.03
birmingham,7.84,4.83,Rain,light rain,96,1008,5.14
bogotá,11.99,11.86,Clouds,scattered clouds,100,1017,1.03
bordeaux,9.21,7.23,Rain,light rain,93,1021,3.6
brisbane,25.03,25.16,Clouds,broken clouds,60,1013,2.06
budapest,14.2,13.66,Clouds,overcast clouds,76,1015,1.34
buenos_aires,18.46,18.37,Clear,clear sky,77,1013,2.06
busan,17.91,17.11,Clear,clear sky,52,1007,6.69
calgary,3.65,0.82,Clouds,scattered clouds,68,1018,3.09
cape_town,14.88,14.56,Clear,clear sky,82,1020,3.6
chicago,18.12,17.58,Clouds,broken clouds,61,1017,4.12
ciudad_de_mexico,19.94,19.16,Clouds,scattered clouds,45,1011,4.12
cologne,10.85,10.42,Rain,light intensity shower rain,93,1016,1.54
copenhagen,7.12,6.32,Clouds,broken clouds,98,1018,1.54
dallas,24.14,24.23,Clear,clear sky,62,1014,3.6
delhi,31.07,28.99,Haze,haze,14,1008,3.09
denver,16.33,14.78,Clouds,broken clouds,29,1011,1.34
detroit,12.06,11.07,Clouds,broken clouds,67,1020,2.06
dubai,29.01,28.14,Clear,clear sky,34,1012,1.54
dublin,9.34,6.71,Clouds,broken clouds,96,1007,5.14
durban,18.45,18.75,Rain,moderate rain,92,1021,2.6
edmonton,7.49,6.06,Clouds,broken clouds,46,1016,2.24
frankfurt,8.88,7.84,Clear,clear sky,93,1018,2.06
fukuoka,14.86,14.7,Clouds,broken clouds,88,1007,4.63
glasgow,5.34,3.4,Clear,clear sky,86,1014,2.39
guadalajara,20.74,19.29,Clouds,broken clouds,16,1012,2.13
guangzhou,31.92,35.21,Clouds,scattered clouds,54,1009,2.51
guatemala_city,16.71,17.05,Rain,light rain,100,1014,1.79
hamburg,5.41,5.41,Fog,fog,99,1017,0.51
honolulu,26.47,26.47,Rain,light rain,72,1014,4.12
houston,23.88,24.57,Clouds,scattered clouds,86,1014,4.63
istanbul,9.27,6.43,Clouds,scattered clouds,87,1015,5.66
jakarta,32.54,39.54,Clouds,few clouds,67,1011,2.57
johannesburg,13.53,13.29,Rain,moderate rain,90,1016,1.79
kingston,26.9,27.76,Clouds,few clouds,57,1014,2.57
kuala_lumpur,30.78,37.3,Clouds,few clouds,71,1011,2.57
kyiv,12.41,11.38,Clear,clear sky,64,1016,0.97
kyoto,19.44,19.76,Clouds,overcast clouds,89,1002,0.81
lagos,23.12,23.94,Thunderstorm,thunderstorm with light rain,94,1008,2.06
lima,19.21,19.35,Clouds,few clouds,83,1012,6.17
liverpool,8.74,5.55,Clouds,overcast clouds,92,1009,6.26
london,9.24,7.27,Rain,heavy intensity rain,89,1010,3.6
los_angeles,13.76,13.28,Clouds,scattered clouds,80,1013,3.6
lyon,8.44,7.57,Clear,clear sky,89,1020,1.79
madrid,8.39,7.26,Clear,clear sky,79,1023,2.06
manchester,8.89,8.34,Rain,light rain,87,1010,1.54
manila,32.99,39.99,Clouds,few clouds,66,1010,5.81
marseille,13.64,13.07,Clear,clear sky,77,1015,6.17
medellin,18.67,19.15,Clouds,scattered clouds,98,1015,0.45
melbourne,23.03,22.77,Clouds,few clouds,53,1022,1.54
miami,24.09,24.51,Clouds,broken clouds,75,1019,4.63
milano,12.34,11.95,Clear,clear sky,89,1014,0.51
monterrey,23.1,23.53,Clouds,broken clouds,79,1011,2.76
montreal,8.86,5.13,Clouds,overcast clouds,61,1018,8.23
mumbai,30.3,32.59,Clear,clear sky,56,1011,1.56
