City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
munich,8.53,8.53,Clouds,overcast clouds,87,1017,1.2
nagoya,19.98,20.44,Clouds,overcast clouds,92,1002,2.12
naha,23.94,24.97,Rain,light intensity shower rain,99,1009,5.66
nairobi,16.96,17.17,Drizzle,light intensity drizzle,94,1017,2.57
napoli,13.94,13.64,Clouds,scattered clouds,86,1015,1.03
nashville,17.11,17.2,Clouds,broken clouds,89,1019,2.22
new_york,18.62,17.66,Clear,clear sky,43,1018,4.12
osaka,21.39,21.88,Clouds,broken clouds,88,1002,2.57
ottawa,7.09,4.36,Clouds,broken clouds,65,1019,4.12
paris,9.45,8.12,Rain,light rain,86,1015,2.57
philadelphia,17.43,16.59,Clear,clear sky,52,1018,3.6
phoenix,26.77,25.81,Clear,clear sky,15,1007,0.89
prague,7.97,7.29,Clear,clear sky,85,1018,1.54
quebec_city,6.91,6.08,Clouds,overcast clouds,87,1015,1.54
rio_de_janeiro,22.8,23.17,Clouds,broken clouds,78,1015,1.54
riyadh,21.92,20.48,Clear,clear sky,12,1016,3.28
rome,13.57,12.21,Clouds,scattered clouds,47,1015,1.03
san_diego,13.93,13.47,Clouds,scattered clouds,80,1014,3.09
san_francisco,11.07,10.4,Clouds,broken clouds,83,1012,7.15
san_jose,15.13,14.4,Clouds,scattered clouds,65,1013,5.14
san_juan,22.47,22.94,Clear,clear sky,83,1013,1.83
santiago,17.43,16.98,Clear,clear sky,67,1015,1.54
santo_domingo,23.06,23.61,Clouds,scattered clouds,84,1014,5.14
sao_paulo,17.09,17.07,Clouds,broken clouds,85,1017,1.79
sapporo,11.83,11.21,Clouds,broken clouds,82,1006,6.17
seattle,10.57,9.51,Clear,clear sky,70,1020,1.98
sendai,12.64,12.41,Clouds,broken clouds,94,1004,2.06
seoul,19.76,18.97,Clear,clear sky,45,1007,2.57
shanghai,24.95,24.57,Clear,clear sky,41,1011,4.0
sydney,22.99,23.2,Clouds,scattered clouds,71,1020,8.75
taipei,27.19,27.87,Rain,light rain,54,1009,3.6
tel_aviv,27.3,26.46,Clouds,overcast clouds,26,1008,4.47
tokyo,18.49,18.8,Rain,moderate rain,92,1002,3.6
toronto,8.81,8.81,Clear,clear sky,63,1022,0.89
vancouver,10.41,9.36,Clouds,few clouds,71,1020,2.57
vienna,14.85,14.19,Clear,clear sky,69,1017,2.57
warsaw,10.27,9.68,Clear,clear sky,89,1018,1.49
washington_dc,16.97,16.18,Clouds,scattered clouds,56,1020,4.12
winnipeg,5.63,2.3,Clouds,overcast clouds,88,1009,4.63
zurich,7.97,7.97,Clouds,overcast clouds,82,1019,1.03
