City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
quebec_city,9.12,6.91,Clouds,broken clouds,61,1022,4.02
rio_de_janeiro,26.02,26.02,Clouds,scattered clouds,71,1014,6.69
riyadh,30.92,28.92,Clear,clear sky,8,1008,5.78
rome,16.18,15.66,Clouds,scattered clouds,69,1017,2.57
san_diego,17.5,17.26,Haze,haze,75,1015,3.09
san_francisco,13.85,13.09,Clouds,few clouds,69,1018,6.17
san_jose,15.14,14.28,Clear,clear sky,60,1017,1.54
san_juan,30.46,35.15,Rain,light rain,66,1013,7.2
santiago,22.85,22.26,Clear,clear sky,41,1016,2.06
santo_domingo,30.05,35.66,Clouds,scattered clouds,72,1013,5.66
sao_paulo,25.29,25.44,Clouds,scattered clouds,60,1014,4.47
sapporo,6.26,4.01,Clouds,scattered clouds,67,1015,3.01
seattle,8.64,6.27,Clouds,broken clouds,76,1027,4.12
sendai,7.59,6.88,Clouds,scattered clouds,88,1014,1.52
seoul,1.76,0.19,Snow,snow,100,1001,1.54
shanghai,10.88,8.75,Clear,clear sky,28,1014,5.0
sydney,17.56,17.67,Clouds,scattered clouds,88,1028,2.57
taipei,17.31,17.5,Rain,light intensity shower rain,92,1015,3.09
tel_aviv,15.99,15.24,Clouds,few clouds,61,1014,2.57
tokyo,12.58,11.88,Clouds,broken clouds,76,1014,3.6
toronto,8.05,8.05,Clouds,overcast clouds,72,1021,0.89
vancouver,9.36,5.4,Clouds,few clouds,72,1025,9.83
vienna,16.22,15.31,Clear,clear sky,54,1012,5.14
warsaw,13.37,12.15,Clear,clear sky,53,1014,2.06
washington_dc,9.8,7.1,Clouds,overcast clouds,73,1015,5.66
winnipeg,15.43,14.26,Clouds,few clouds,47,1009,7.2
zurich,18.91,17.95,Clouds,overcast clouds,42,1007,1.03
