Date,Song Title,Artist,Album,Duration
2025-04-12,Y No Voy a Llorar,Rubby Pérez,Rubby Pérez,4:30
2025-04-12,Sobreviviré,Rubby Pérez,Rubby Pérez,4:15
2025-04-12,100 conmigo,Eladio Carrión,Eladio Carrión,2:31
2025-04-12,Volveré,Rubby Pérez,Rubby Pérez,4:19
2025-04-12,Vetements,Eladio Carrión,Eladio Carrión,3:20
2025-04-12,Buscando Tus Besos,Rubby Pérez,Rubby Pérez,3:55
2025-04-12,"Cobarde, Cobarde",Rubby Pérez,Rubby Pérez,4:19
2025-04-12,BAILE INoLVIDABLE,Bad Bunny,Bad Bunny,6:07
2025-04-12,Enamorado de Ella,Rubby Pérez,Rubby Pérez,4:27
2025-04-12,H.I.M.,Eladio Carrión,Eladio Carrión,2:10
2025-04-12,sobelove,Beéle,Beéle,2:11
2025-04-12,Tú Vas a Volar,Rubby Pérez,Rubby Pérez,4:56
2025-04-12,Mi Refe,Beéle,Beéle,2:39
2025-04-12,VeLDÁ,Bad Bunny,Bad Bunny,3:55
2025-04-12,La Plena (W Sound 05),W Sound,W Sound,2:30
2025-04-12,De Color de Rosa,Rubby Pérez,Rubby Pérez,3:59
2025-04-12,Tonto Corazòn,Rubby Pérez,Rubby Pérez,4:03
2025-04-12,DtMF,Bad Bunny,Bad Bunny,3:57
2025-04-12,El Perro Ajeno,Rubby Pérez,Rubby Pérez,4:17
2025-04-12,Prestame,Chris Lebron,Chris Lebron,2:44
2025-04-12,OTRO SISTEMA,Lil Naay,Lil Naay,2:24
2025-04-12,Suave,Jey One,Jey One,2:30
2025-04-12,"15,500 Noches (feat. Ramón Orlando)",Romeo Santos,Romeo Santos,4:31
2025-04-12,Pa Tripea (feat. Huan62),Lil Naay,Lil Naay,2:13
2025-04-12,I Miss You,Beéle,Beéle,2:53
