City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
accra,26.05,26.05,Clear,clear sky,89,1008,3.09
almaty,3.42,1.69,Clouds,overcast clouds,59,1016,1.86
auckland,20.31,19.99,Clouds,broken clouds,61,1017,4.02
austin,19.0,19.28,Clouds,overcast clouds,89,1019,4.63
bangalore,27.62,27.6,Clouds,scattered clouds,44,1012,2.57
bangkok,34.14,41.14,Clouds,broken clouds,60,1008,4.09
barcelona,12.07,11.16,Clouds,few clouds,70,1015,5.66
beijing,9.82,7.63,Clouds,overcast clouds,20,1017,4.34
berlin,4.19,2.18,Fog,fog,92,1022,2.24
birmingham,5.73,4.73,Clouds,overcast clouds,92,1021,1.54
bogotá,11.25,10.86,Clouds,broken clouds,93,1019,2.57
bordeaux,9.47,7.55,Clouds,overcast clouds,85,1020,3.6
brisbane,24.05,24.89,Rain,light rain,91,1016,4.12
budapest,8.93,6.63,Clear,clear sky,68,1012,4.12
buenos_aires,22.3,22.54,Clear,clear sky,75,1012,7.6
busan,19.09,19.35,Mist,mist,88,1000,7.72
calgary,5.92,4.66,Clouds,overcast clouds,72,1010,1.79
cape_town,17.77,17.51,Clear,clear sky,73,1015,6.26
chicago,5.14,3.47,Clouds,overcast clouds,67,1023,2.06
ciudad_de_mexico,17.09,15.87,Rain,light rain,39,1015,2.57
cologne,3.18,3.18,Clouds,scattered clouds,89,1022,0.55
copenhagen,3.68,0.77,Clouds,broken clouds,92,1019,3.2
dallas,19.19,19.15,Clouds,broken clouds,76,1020,4.12
delhi,30.61,28.63,Haze,haze,15,1008,4.12
denver,12.97,11.13,Clear,clear sky,31,1014,0.45
detroit,0.33,-2.7,Clear,clear sky,76,1023,2.57
dubai,18.69,18.57,Clear,clear sky,75,1016,2.47
dublin,8.81,5.51,Clouds,few clouds,89,1019,6.69
durban,20.45,20.82,Rain,light rain,87,1018,4.74
edmonton,3.39,-0.39,Rain,light rain,81,1015,4.47
frankfurt,5.07,2.52,Clear,clear sky,86,1022,3.09
fukuoka,22.24,22.77,Clouds,broken clouds,86,1003,9.77
glasgow,10.31,9.77,Clouds,overcast clouds,91,1015,7.72
guadalajara,17.27,15.78,Clouds,scattered clouds,28,1016,6.17
guangzhou,28.38,29.2,Clouds,few clouds,53,1007,4.28
guatemala_city,19.76,19.83,Clouds,scattered clouds,78,1019,10.29
hamburg,4.09,0.67,Mist,mist,96,1022,4.12
honolulu,25.48,25.91,Clouds,scattered clouds,70,1016,3.09
houston,20.76,21.08,Clouds,broken clouds,84,1019,4.12
istanbul,14.26,13.23,Clear,clear sky,57,1011,2.57
jakarta,31.54,38.54,Clouds,scattered clouds,74,1007,3.34
johannesburg,15.22,15.2,Clouds,broken clouds,92,1016,0.0
kingston,24.54,24.98,Clouds,few clouds,74,1016,4.12
kuala_lumpur,31.29,38.29,Clouds,few clouds,78,1008,1.54
kyiv,6.86,6.13,Clouds,few clouds,86,1016,1.45
kyoto,26.17,26.17,Rain,moderate rain,52,1005,0.45
lagos,25.12,25.99,Clouds,few clouds,88,1008,1.54
lima,21.74,22.03,Clear,clear sky,79,1012,4.12
liverpool,7.7,6.98,Clouds,few clouds,90,1020,1.54
london,5.14,3.78,Clouds,few clouds,91,1023,1.77
los_angeles,15.56,15.0,Clouds,overcast clouds,70,1017,5.14
lyon,8.34,5.46,Clouds,overcast clouds,85,1017,5.14
madrid,4.46,4.46,Clear,clear sky,81,1017,1.03
manchester,7.31,6.53,Clouds,overcast clouds,90,1021,1.54
manila,31.93,38.93,Clouds,broken clouds,72,1009,4.12
marseille,8.38,5.88,Clear,clear sky,87,1012,4.27
medellin,19.0,19.41,Mist,mist,94,1018,1.79
melbourne,23.78,23.75,Clouds,few clouds,59,1021,5.14
miami,21.24,21.64,Clouds,few clouds,85,1021,2.06
milano,9.72,9.72,Clear,clear sky,87,1011,0.89
monterrey,21.18,21.6,Clouds,scattered clouds,86,1016,2.43
montreal,0.67,0.67,Clouds,overcast clouds,71,1016,0.89
mumbai,27.13,28.4,Clear,clear sky,62,1012,2.58
munich,5.48,5.48,Clouds,overcast clouds,93,1019,0.89
nagoya,24.17,24.21,Clouds,broken clouds,60,1008,0.45
naha,25.64,26.27,Clouds,overcast clouds,77,1010,10.29
nairobi,17.96,17.69,Clouds,broken clouds,72,1014,4.12
napoli,8.83,8.83,Clouds,scattered clouds,90,1005,0.51
nashville,10.71,9.32,Clear,clear sky,57,1024,0.9
new_york,5.67,1.68,Clouds,few clouds,55,1021,6.17
osaka,26.28,26.28,Clouds,broken clouds,59,1006,5.14
ottawa,-2.47,-2.47,Clouds,scattered clouds,81,1020,0.45
paris,4.01,2.76,Clear,clear sky,91,1022,1.54
philadelphia,4.19,1.11,Clear,clear sky,44,1022,3.6
phoenix,24.41,23.4,Clouds,scattered clouds,19,1010,0.89
prague,5.9,4.19,Clouds,overcast clouds,89,1020,2.24
quebec_city,-2.39,-4.55,Clouds,broken clouds,92,1014,1.54
rio_de_janeiro,25.16,26.0,Clouds,few clouds,87,1014,1.54
riyadh,18.04,16.47,Clear,clear sky,22,1017,1.76
rome,10.71,9.93,Clear,clear sky,80,1005,2.06
san_diego,15.46,15.25,Clouds,overcast clouds,84,1018,4.63
san_francisco,10.35,9.5,Clouds,overcast clouds,79,1016,5.81
