City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
prague,10.8,9.69,Rain,light rain,67,1001,6.69
quebec_city,-3.07,-8.51,Clouds,overcast clouds,76,1009,4.63
rio_de_janeiro,27.8,30.41,Clouds,broken clouds,71,1013,6.17
riyadh,18.92,18.09,Clear,clear sky,47,1015,5.13
rome,14.14,13.41,Thunderstorm,thunderstorm with rain,69,1009,2.06
san_diego,19.81,18.84,Clouds,few clouds,38,1014,6.17
san_francisco,17.04,16.16,Clouds,overcast clouds,52,1013,1.79
san_jose,18.97,18.05,Smoke,smoke,43,1012,2.68
san_juan,28.65,31.33,Clouds,broken clouds,66,1014,6.17
santiago,27.97,27.33,Clear,clear sky,35,1012,7.2
santo_domingo,29.29,31.87,Clouds,broken clouds,62,1013,4.63
sao_paulo,23.17,23.58,Clouds,broken clouds,78,1013,5.14
sapporo,1.05,-2.39,Clear,clear sky,92,1023,3.18
seattle,7.17,4.51,Clouds,overcast clouds,78,1016,4.02
sendai,1.67,1.67,Clouds,scattered clouds,77,1027,1.23
seoul,-0.24,-0.24,Mist,mist,100,1023,0.51
shanghai,10.88,10.16,Clouds,few clouds,82,1019,1.0
sydney,20.59,20.95,Rain,light rain,86,1021,1.34
taipei,16.51,16.72,Mist,mist,96,1018,2.24
tel_aviv,13.48,12.97,Clear,clear sky,80,1021,1.03
tokyo,6.79,4.97,Clouds,broken clouds,76,1026,2.57
toronto,7.96,5.72,Clouds,scattered clouds,63,1007,3.58
vancouver,7.88,6.18,Clouds,overcast clouds,77,1016,2.68
vienna,9.93,7.65,Clear,clear sky,83,1003,4.63
warsaw,12.04,10.74,Clear,clear sky,55,998,3.6
washington_dc,18.52,17.16,Clouds,broken clouds,28,1010,2.57
winnipeg,-7.93,-14.93,Snow,light snow,85,1007,11.83
zurich,7.61,6.88,Clouds,broken clouds,82,1006,1.54
