City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
guangzhou,21.4,21.29,Clear,clear sky,65,1007,3.68
guatemala_city,27.96,26.77,Clouds,broken clouds,22,1011,5.14
hamburg,8.13,5.19,Clouds,overcast clouds,89,1017,5.14
honolulu,26.52,26.52,Clouds,scattered clouds,63,1016,5.66
houston,30.55,31.38,Clear,clear sky,47,1017,2.57
istanbul,13.63,12.75,Clear,clear sky,65,1020,3.09
jakarta,29.26,35.24,Clouds,overcast clouds,79,1006,3.2
johannesburg,18.8,19.01,Clouds,broken clouds,87,1016,0.51
kingston,31.65,34.93,Clouds,scattered clouds,55,1014,5.05
kuala_lumpur,25.47,26.29,Clouds,broken clouds,85,1007,0.94
kyiv,7.44,7.44,Clouds,overcast clouds,92,1016,0.89
kyoto,13.86,13.47,Clear,clear sky,83,1006,1.68
lagos,29.24,34.51,Clouds,broken clouds,76,1010,6.97
lima,23.27,23.38,Clear,clear sky,66,1010,4.12
liverpool,9.07,7.32,Clouds,broken clouds,83,1024,3.13
london,11.45,10.9,Clouds,overcast clouds,86,1024,2.57
los_angeles,20.92,20.63,Clear,clear sky,60,1015,3.6
lyon,11.58,10.99,Clouds,broken clouds,84,1020,1.54
madrid,11.24,9.96,Clouds,scattered clouds,59,1022,3.6
manchester,9.09,9.09,Clear,clear sky,80,1024,1.16
manila,26.77,29.24,Clouds,few clouds,80,1009,1.54
marseille,12.17,11.48,Clear,clear sky,78,1016,1.54
medellin,25.52,25.9,Clouds,overcast clouds,68,1010,2.24
melbourne,16.45,16.45,Drizzle,light intensity drizzle,88,1022,0.45
miami,26.91,29.81,Rain,light rain,83,1018,2.57
milano,12.72,12.21,Clouds,few clouds,83,1016,2.57
monterrey,30.4,29.69,Clouds,scattered clouds,36,1014,4.27
montreal,3.9,2.92,Clouds,overcast clouds,72,1007,1.34
mumbai,27.15,28.93,Mist,mist,68,1008,1.54
munich,8.47,8.47,Clouds,scattered clouds,90,1019,0.45
nagoya,14.25,13.45,Clear,clear sky,66,1005,1.18
naha,21.3,21.71,Clouds,overcast clouds,85,1012,6.17
nairobi,19.66,19.69,Rain,moderate rain,77,1016,2.06
napoli,12.16,11.49,Clear,clear sky,79,1015,1.54
nashville,22.97,22.16,Clear,clear sky,32,1016,7.2
new_york,14.7,13.09,Clear,clear sky,33,1009,7.2
osaka,16.97,16.45,Clear,clear sky,66,1006,5.31
ottawa,3.83,2.84,Clouds,overcast clouds,78,1007,1.34
paris,10.54,9.76,Clouds,overcast clouds,81,1023,5.14
philadelphia,15.22,13.5,Clouds,broken clouds,27,1010,8.75
phoenix,31.65,29.48,Clouds,few clouds,10,1012,2.24
prague,8.87,8.54,Clouds,few clouds,77,1018,1.34
quebec_city,1.64,-1.64,Clouds,overcast clouds,100,1007,3.13
rio_de_janeiro,28.36,33.38,Clouds,scattered clouds,82,1011,6.69
riyadh,16.5,14.94,Clear,clear sky,28,1020,3.92
rome,12.71,12.15,Clouds,scattered clouds,81,1016,2.06
san_diego,16.98,16.95,Clouds,scattered clouds,85,1015,3.6
san_francisco,21.63,21.26,Clear,clear sky,54,1014,1.98
san_jose,29.48,28.49,Clouds,broken clouds,33,1013,2.57
san_juan,27.1,29.11,Rain,light rain,71,1016,9.77
santiago,22.07,21.4,Clouds,few clouds,41,1011,5.66
santo_domingo,30.42,33.87,Clouds,broken clouds,61,1016,7.2
sao_paulo,25.51,26.07,Clouds,few clouds,75,1015,6.17
sapporo,5.41,3.15,Rain,heavy intensity rain,96,992,2.79
seattle,18.32,18.17,Clear,clear sky,75,1016,2.06
sendai,11.46,10.23,Clouds,broken clouds,60,996,2.62
seoul,7.08,7.08,Clear,clear sky,70,1007,1.26
shanghai,18.21,17.52,Clear,clear sky,55,1003,2.0
sydney,19.53,19.78,Clouds,overcast clouds,86,1020,1.37
taipei,23.3,22.73,Clouds,few clouds,40,1004,0.31
tel_aviv,17.15,16.57,Clear,clear sky,63,1021,1.03
tokyo,16.91,16.46,Clear,clear sky,69,1000,6.69
toronto,5.08,1.7,Clouds,overcast clouds,50,1011,4.47
vancouver,13.06,12.75,Clouds,overcast clouds,89,1018,0.37
vienna,9.84,9.84,Clear,clear sky,80,1017,1.03
warsaw,6.1,4.15,Clear,clear sky,67,1015,2.57
washington_dc,16.06,14.5,Clouds,broken clouds,30,1011,5.66
winnipeg,4.21,1.81,Clouds,overcast clouds,56,1020,2.68
zurich,9.98,9.58,Clouds,overcast clouds,88,1021,1.54
