City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
accra,28.26,32.1,Rain,light rain,76,1011,6.39
almaty,-3.11,-5.77,Clouds,broken clouds,69,1031,1.79
auckland,17.16,16.99,Clouds,few clouds,79,1021,1.03
austin,32.03,32.69,Clear,clear sky,42,1017,3.6
bangalore,23.33,23.1,Clear,clear sky,53,1010,2.06
bangkok,29.14,34.69,Clouds,few clouds,78,1008,5.19
barcelona,13.1,12.61,Clouds,few clouds,82,1020,2.57
beijing,7.57,5.18,Clouds,broken clouds,45,1003,3.7
berlin,7.53,4.96,Clouds,overcast clouds,81,1017,4.02
birmingham,9.48,7.31,Clouds,scattered clouds,81,1024,4.12
bogotá,18.2,17.49,Clouds,scattered clouds,54,1010,6.17
bordeaux,10.26,9.53,Clouds,overcast clouds,84,1024,3.09
brisbane,21.91,22.58,Clouds,overcast clouds,93,1017,1.34
budapest,10.3,9.66,Clear,clear sky,87,1017,1.54
buenos_aires,21.77,21.6,Clouds,scattered clouds,61,1019,0.89
busan,12.15,10.44,Clear,clear sky,39,1006,1.58
calgary,10.16,8.07,Clouds,broken clouds,32,1018,3.13
cape_town,17.64,17.57,Clouds,broken clouds,81,1020,0.87
chicago,7.84,4.83,Clouds,scattered clouds,42,1018,5.14
ciudad_de_mexico,24.62,23.95,Clouds,scattered clouds,31,1012,4.12
cologne,10.06,8.95,Rain,light rain,70,1019,1.03
copenhagen,7.09,3.89,Clouds,broken clouds,91,1013,5.14
dallas,31.81,31.52,Clouds,scattered clouds,37,1017,5.66
delhi,26.76,25.73,Haze,haze,12,1007,1.03
denver,20.06,18.77,Clear,clear sky,25,1019,2.24
detroit,8.33,5.66,Clouds,broken clouds,35,1014,4.63
dubai,19.5,18.97,Clouds,scattered clouds,56,1014,6.17
dublin,10.32,9.65,Clouds,scattered clouds,86,1025,0.97
durban,23.95,24.75,Rain,light rain,90,1015,5.24
edmonton,10.13,8.19,Clouds,overcast clouds,38,1020,2.68
frankfurt,10.73,9.56,Clear,clear sky,65,1019,2.57
fukuoka,14.73,14.77,Clouds,scattered clouds,96,1008,4.63
glasgow,8.68,6.91,Clouds,broken clouds,83,1023,3.03
guadalajara,33.76,31.25,Clouds,few clouds,8,1010,6.17
