City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
madrid,9.0,6.09,Clouds,broken clouds,86,1024,5.66
manchester,3.69,2.4,Clear,clear sky,86,1011,1.54
manila,27.61,30.28,Clouds,broken clouds,73,1015,6.69
marseille,13.08,12.66,Clouds,overcast clouds,85,1019,2.57
medellin,17.66,18.04,Clouds,broken clouds,98,1014,7.6
melbourne,23.24,23.29,Clear,clear sky,64,1020,6.17
miami,20.94,21.44,Clear,clear sky,90,1009,5.14
milano,10.04,9.42,Mist,mist,89,1021,2.06
monterrey,16.99,15.71,Clear,clear sky,37,1015,1.02
montreal,4.87,0.1,Clear,clear sky,71,1004,7.72
mumbai,35.0,32.83,Smoke,smoke,18,1013,2.06
munich,5.62,5.62,Clouds,overcast clouds,88,1018,1.23
nagoya,12.2,10.55,Clear,clear sky,41,1025,0.45
naha,16.93,15.96,Clouds,scattered clouds,49,1026,2.06
nairobi,19.96,19.47,Clouds,few clouds,56,1015,5.66
napoli,12.35,11.96,Mist,mist,89,1024,2.06
nashville,6.82,5.28,Clear,clear sky,71,1014,2.23
new_york,5.43,2.05,Clear,clear sky,57,1011,4.63
osaka,9.35,7.15,Clouds,few clouds,39,1026,4.12
ottawa,3.12,-0.82,Clouds,broken clouds,73,1004,4.63
paris,8.99,7.58,Mist,mist,98,1011,2.57
philadelphia,5.33,3.23,Clouds,broken clouds,60,1012,2.57
phoenix,18.92,17.42,Clear,clear sky,21,1013,2.57
prague,4.08,4.08,Mist,mist,87,1019,1.03
quebec_city,4.73,-0.71,Clouds,overcast clouds,74,1001,9.77
rio_de_janeiro,25.69,26.48,Clear,clear sky,83,1016,2.06
riyadh,7.92,4.35,Clouds,overcast clouds,29,1027,6.74
rome,11.21,10.4,Drizzle,light intensity drizzle,77,1023,1.03
san_diego,13.2,12.8,Mist,mist,85,1016,1.54
san_francisco,11.67,11.24,Clouds,few clouds,90,1024,1.34
san_jose,13.89,13.58,Clouds,scattered clouds,86,1024,3.09
san_juan,23.77,24.47,Clear,clear sky,87,1014,3.34
santiago,23.03,22.75,Clear,clear sky,52,1010,0.57
santo_domingo,21.81,22.34,Clear,clear sky,88,1014,2.04
sao_paulo,22.77,23.32,Clear,clear sky,85,1017,1.34
sapporo,3.12,-0.19,Clouds,few clouds,62,1016,3.6
seattle,9.74,5.81,Clouds,overcast clouds,75,1002,10.29
sendai,9.64,8.03,Clouds,scattered clouds,34,1022,3.09
seoul,5.76,2.0,Clouds,broken clouds,61,1024,5.66
shanghai,7.88,5.97,Clouds,overcast clouds,61,1028,3.0
sydney,22.3,22.47,Clouds,broken clouds,72,1023,5.66
taipei,21.2,20.66,Clouds,broken clouds,49,1023,2.57
tel_aviv,9.1,8.09,Clear,clear sky,58,1027,2.06
tokyo,10.76,9.17,Clouds,few clouds,49,1022,8.75
toronto,3.34,0.08,Clouds,scattered clouds,81,1005,3.6
vancouver,9.57,5.69,Clouds,overcast clouds,76,1000,9.77
vienna,2.44,0.13,Clouds,overcast clouds,88,1021,2.24
warsaw,2.65,-0.39,Fog,fog,93,1021,3.09
washington_dc,5.64,4.63,Clouds,few clouds,68,1012,1.54
winnipeg,-1.01,-1.01,Clouds,overcast clouds,69,1010,1.03
zurich,7.67,7.67,Rain,light rain,88,1016,0.89
