City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
accra,28.37,32.03,Clouds,overcast clouds,74,1007,6.44
almaty,-6.15,-8.83,Clear,clear sky,70,1038,1.53
auckland,17.71,17.6,Clear,clear sky,79,1016,7.72
austin,23.11,21.97,Clear,clear sky,19,1004,8.75
bangalore,22.92,22.7,Clouds,overcast clouds,55,1013,3.09
bangkok,27.95,31.11,Clouds,overcast clouds,74,1007,4.88
barcelona,13.25,12.62,Clouds,broken clouds,76,1022,6.17
beijing,0.92,-0.96,Clear,clear sky,26,1025,1.67
berlin,5.75,3.01,Clear,clear sky,60,1025,3.6
birmingham,7.13,6.33,Clear,clear sky,65,1023,1.54
bogotá,15.99,15.79,Clouds,broken clouds,82,1011,1.03
bordeaux,13.21,12.21,Clear,clear sky,62,1021,2.57
brisbane,22.18,22.54,Rain,moderate rain,80,1009,7.72
budapest,8.78,8.78,Clouds,overcast clouds,54,1027,1.25
buenos_aires,27.26,29.7,Clear,clear sky,74,1010,5.14
busan,4.6,1.24,Clouds,overcast clouds,80,1020,4.22
calgary,1.29,-2.78,Snow,snow,72,1016,4.12
cape_town,21.3,21.68,Clouds,few clouds,84,1012,5.81
chicago,7.34,3.15,Rain,moderate rain,89,1004,8.23
ciudad_de_mexico,26.62,26.62,Clear,clear sky,17,1011,5.14
cologne,7.76,7.76,Clear,clear sky,48,1025,0.51
copenhagen,7.41,3.55,Clear,clear sky,86,1018,7.2
dallas,20.69,19.57,Clouds,few clouds,29,995,11.32
delhi,14.07,13.67,Mist,mist,82,1016,2.57
denver,7.09,3.8,Clouds,overcast clouds,45,1008,5.36
detroit,7.21,3.83,Rain,light rain,79,1009,5.66
dubai,23.01,22.75,Clear,clear sky,53,1018,5.14
dublin,8.56,5.54,Clouds,broken clouds,74,1020,5.66
durban,24.89,25.76,Clouds,broken clouds,89,1013,4.58
edmonton,1.37,-1.96,Clouds,few clouds,68,1019,3.13
frankfurt,6.51,6.51,Clear,clear sky,62,1027,1.03
fukuoka,8.86,8.86,Clouds,broken clouds,93,1015,0.51
glasgow,9.19,5.19,Clouds,broken clouds,78,1014,9.77
guadalajara,28.88,27.27,Clear,clear sky,10,1011,9.26
guangzhou,14.92,14.48,Clouds,overcast clouds,77,1013,4.21
guatemala_city,26.96,27.04,Clouds,few clouds,44,1011,2.66
hamburg,6.6,4.34,Clear,clear sky,84,1024,3.13
honolulu,25.39,25.76,Clouds,broken clouds,68,1024,7.2
houston,21.11,20.61,Clouds,broken clouds,51,1004,6.69
istanbul,2.61,-2.21,Clear,clear sky,65,1026,6.17
jakarta,25.63,26.83,Clouds,broken clouds,99,1008,2.18
johannesburg,19.86,20.28,Clouds,scattered clouds,91,1015,1.37
kingston,27.26,30.0,Clear,clear sky,77,1013,2.68
kuala_lumpur,23.5,24.44,Rain,light rain,97,1008,0.48
kyiv,6.86,6.86,Clouds,overcast clouds,81,1015,0.89
kyoto,8.92,8.92,Rain,light rain,89,1014,0.89
lagos,28.71,32.81,Clouds,overcast clouds,74,1006,5.37
lima,24.21,24.49,Clear,clear sky,69,1010,4.12
liverpool,6.38,3.78,Clear,clear sky,68,1022,3.6
london,9.27,8.15,Clear,clear sky,54,1025,2.24
los_angeles,16.32,15.5,Clouds,few clouds,57,1023,2.06
lyon,10.36,8.94,Clear,clear sky,57,1024,1.03
madrid,9.46,7.53,Clouds,broken clouds,89,1017,3.6
manchester,6.9,4.73,Clouds,scattered clouds,67,1022,3.09
manila,27.59,31.1,Clouds,broken clouds,80,1009,2.06
marseille,13.08,11.85,Clear,clear sky,54,1024,1.54
medellin,22.98,23.21,Rain,light rain,72,1010,4.63
melbourne,19.05,18.84,Clear,clear sky,70,1018,1.34
miami,24.45,24.91,Clouds,overcast clouds,75,1017,8.23
milano,9.93,9.93,Clear,clear sky,67,1026,0.51
monterrey,31.5,29.39,Clouds,scattered clouds,8,1007,8.18
montreal,1.44,-2.59,Mist,mist,87,1015,4.12
mumbai,29.03,28.15,Smoke,smoke,34,1012,2.06
