City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
munich,3.13,1.64,Clouds,few clouds,76,1027,1.63
nagoya,6.65,4.99,Clouds,overcast clouds,92,1015,2.33
naha,19.89,20.26,Rain,moderate rain,89,1015,7.72
nairobi,20.53,20.05,Clouds,scattered clouds,54,1013,5.6
napoli,12.47,11.31,Clear,clear sky,59,1024,2.57
nashville,20.33,19.65,Clear,clear sky,47,1007,11.83
new_york,10.13,8.63,Clouds,overcast clouds,55,1021,5.14
osaka,9.36,7.15,Rain,light rain,67,1013,4.15
ottawa,0.91,-3.56,Snow,snow,92,1013,4.63
paris,8.73,8.16,Clear,clear sky,65,1025,1.54
philadelphia,12.36,10.88,Clouds,overcast clouds,47,1021,6.17
phoenix,17.59,16.19,Clear,clear sky,30,1020,2.06
prague,5.75,4.18,Clear,clear sky,55,1027,2.06
quebec_city,0.61,-2.02,Snow,snow,70,1014,2.24
rio_de_janeiro,29.91,32.28,Clouds,scattered clouds,58,1014,8.23
riyadh,15.92,14.38,Clouds,overcast clouds,31,1014,5.44
rome,11.81,10.98,Clear,clear sky,74,1024,1.03
san_diego,16.84,16.04,Clouds,scattered clouds,56,1022,3.09
san_francisco,12.41,11.69,Rain,light rain,76,1025,4.12
san_jose,13.51,12.61,Clouds,broken clouds,65,1025,1.54
san_juan,27.62,30.42,Rain,light rain,74,1013,5.66
santiago,28.97,28.25,Clear,clear sky,36,1011,5.14
santo_domingo,29.67,35.65,Clouds,scattered clouds,76,1012,5.14
sao_paulo,29.44,32.71,Clear,clear sky,65,1013,5.66
sapporo,-6.52,-10.86,Clouds,overcast clouds,72,1029,2.59
seattle,7.86,6.24,Rain,moderate rain,89,1017,2.57
sendai,1.41,-2.43,Snow,snow,99,1025,3.82
seoul,1.15,-0.63,Clouds,overcast clouds,76,1021,1.63
shanghai,5.88,2.01,Clouds,scattered clouds,87,1023,6.0
sydney,19.63,19.84,Rain,light rain,84,1020,8.23
taipei,17.18,17.38,Rain,moderate rain,93,1017,3.58
tel_aviv,15.25,14.71,Clear,clear sky,72,1011,1.54
tokyo,1.78,-5.05,Mist,mist,92,1021,11.32
toronto,4.16,4.16,Clouds,overcast clouds,77,1012,1.03
vancouver,10.11,9.08,Clouds,overcast clouds,73,1016,6.69
vienna,7.48,6.2,Clear,clear sky,59,1027,2.06
warsaw,6.94,3.29,Clear,clear sky,64,1022,6.17
washington_dc,16.3,14.8,Clouds,overcast clouds,31,1020,9.26
winnipeg,-3.78,-10.78,Clouds,overcast clouds,76,1018,7.6
zurich,6.36,6.36,Clear,clear sky,67,1027,1.03
