City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
medellin,18.36,18.78,Clouds,broken clouds,97,1017,3.58
melbourne,32.85,30.94,Clear,clear sky,22,1016,5.66
miami,18.01,17.88,Clear,clear sky,77,1017,0.0
milano,6.42,6.42,Clouds,few clouds,83,1018,0.96
monterrey,23.66,22.97,Clouds,broken clouds,34,1010,2.05
montreal,-3.98,-10.98,Clear,clear sky,54,998,8.23
mumbai,35.0,32.51,Smoke,smoke,14,1010,3.09
munich,-1.59,-3.79,Clear,clear sky,70,1017,1.64
nagoya,9.98,9.98,Clouds,overcast clouds,61,1025,0.45
naha,20.83,20.48,Clouds,broken clouds,58,1019,3.09
nairobi,19.96,20.02,Clouds,broken clouds,77,1014,5.14
napoli,12.96,12.01,Clouds,scattered clouds,65,1014,1.54
nashville,16.62,16.22,Clouds,scattered clouds,72,1008,5.08
new_york,6.65,2.93,Clouds,overcast clouds,34,1005,6.17
osaka,10.45,8.54,Rain,moderate rain,38,1024,2.57
ottawa,-4.45,-11.19,Clouds,broken clouds,72,1001,6.17
paris,7.93,5.97,Clear,clear sky,70,1011,3.09
philadelphia,7.27,3.91,Clouds,overcast clouds,58,1006,5.66
phoenix,9.39,8.05,Clouds,overcast clouds,75,1015,2.57
prague,2.65,2.65,Clear,clear sky,84,1018,1.03
quebec_city,-5.68,-12.68,Clouds,scattered clouds,63,992,8.75
rio_de_janeiro,21.75,22.59,Clouds,scattered clouds,100,1016,2.57
riyadh,18.92,18.33,Clouds,overcast clouds,56,1011,4.39
rome,10.87,9.87,Clear,clear sky,71,1015,1.54
san_diego,10.06,9.29,Clear,clear sky,83,1021,0.45
san_francisco,10.3,9.4,Clear,clear sky,77,1022,3.6
san_jose,9.17,8.41,Clear,clear sky,72,1023,1.79
san_juan,24.39,25.29,Clear,clear sky,92,1017,3.04
santiago,18.02,17.94,Clear,clear sky,79,1018,3.6
santo_domingo,22.81,23.55,Clouds,few clouds,92,1017,3.44
sao_paulo,21.33,21.76,Clouds,few clouds,86,1018,2.57
sapporo,2.13,-2.33,Clouds,broken clouds,56,1026,5.14
seattle,8.12,5.9,Clouds,overcast clouds,75,1021,3.6
sendai,4.64,1.66,Clouds,broken clouds,48,1028,3.6
seoul,9.76,7.43,Clear,clear sky,25,1025,4.63
shanghai,12.88,11.22,Clear,clear sky,38,1025,3.0
sydney,24.64,24.91,Clouds,broken clouds,67,1021,6.69
taipei,16.11,15.71,Clouds,broken clouds,74,1021,4.63
tel_aviv,14.36,14.04,Clouds,few clouds,84,1014,2.57
tokyo,5.38,2.56,Clouds,broken clouds,62,1026,3.6
toronto,0.71,-4.38,Clouds,overcast clouds,78,1005,5.66
vancouver,8.02,5.34,Clouds,overcast clouds,77,1020,4.47
vienna,5.65,5.65,Clouds,few clouds,62,1017,0.45
warsaw,3.77,1.87,Mist,mist,53,1020,2.06
washington_dc,5.45,5.45,Clouds,scattered clouds,62,1007,0.0
winnipeg,-2.01,-8.09,Clouds,broken clouds,69,1009,6.17
zurich,1.75,1.75,Clouds,scattered clouds,79,1017,0.0
