City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
napoli,10.32,9.44,Clear,clear sky,78,1006,0.51
nashville,21.47,21.71,Clouds,broken clouds,78,1008,5.66
new_york,7.69,5.1,Rain,light rain,92,1014,4.12
osaka,12.81,10.72,Clouds,broken clouds,22,1026,1.16
ottawa,0.46,-3.8,Rain,light rain,94,1008,4.12
paris,7.3,5.21,Clear,clear sky,88,1025,3.09
philadelphia,12.9,12.31,Clouds,broken clouds,79,1012,2.06
phoenix,23.14,22.01,Clear,clear sky,19,1012,1.34
prague,4.42,1.39,Clouds,broken clouds,92,1014,3.6
quebec_city,-0.74,-7.31,Snow,snow,93,1015,8.05
rio_de_janeiro,24.91,25.91,Rain,light rain,94,1013,3.09
riyadh,21.5,20.23,Clouds,broken clouds,20,1013,3.47
rome,10.77,9.76,Clouds,broken clouds,71,1007,3.09
san_diego,15.14,14.56,Clouds,broken clouds,71,1018,3.09
san_francisco,13.92,13.61,Clouds,overcast clouds,86,1014,7.2
san_jose,14.85,14.37,Clouds,broken clouds,76,1015,5.36
san_juan,23.13,23.87,Rain,light rain,91,1017,6.93
santiago,12.94,12.56,Clear,clear sky,87,1021,1.54
santo_domingo,21.83,22.47,Rain,light rain,92,1016,0.0
sao_paulo,21.27,21.75,Clouds,overcast clouds,88,1017,1.79
sapporo,-0.17,-3.3,Clouds,broken clouds,80,1025,2.57
seattle,14.35,13.2,Rain,light rain,52,999,5.36
sendai,5.68,2.63,Clouds,broken clouds,52,1027,4.12
seoul,10.76,9.09,Clouds,few clouds,46,1027,3.09
shanghai,11.95,10.11,Clear,clear sky,35,1028,5.0
sydney,21.29,21.22,Rain,light rain,67,1011,14.4
taipei,15.74,15.82,Rain,light rain,94,1020,4.12
tel_aviv,13.24,12.11,Clear,clear sky,57,1012,0.51
tokyo,7.95,4.58,Clouds,broken clouds,51,1027,6.17
toronto,4.34,-0.22,Mist,mist,94,1003,6.69
vancouver,10.33,9.38,Clouds,overcast clouds,75,999,4.47
vienna,6.24,2.37,Clouds,few clouds,79,1013,6.26
warsaw,6.32,4.85,Clear,clear sky,81,1009,2.06
washington_dc,22.23,22.05,Clouds,broken clouds,59,1011,5.66
winnipeg,-4.99,-10.56,Clouds,overcast clouds,71,1022,4.18
zurich,6.84,3.88,Clouds,few clouds,82,1022,4.47
