City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
accra,27.28,30.37,Clouds,overcast clouds,80,1008,3.9
almaty,2.85,2.85,Clouds,few clouds,63,1027,1.12
auckland,21.51,21.54,Clouds,broken clouds,70,1020,4.63
austin,21.88,22.45,Mist,mist,89,1008,0.0
bangalore,26.84,26.61,Clear,clear sky,37,1013,1.03
bangkok,31.06,36.58,Clouds,overcast clouds,66,1012,2.7
barcelona,13.54,12.54,Clouds,few clouds,61,1016,5.66
beijing,12.7,10.47,Clouds,overcast clouds,17,1020,0.38
berlin,6.64,3.56,Clouds,broken clouds,90,1013,4.63
birmingham,3.55,3.55,Clear,clear sky,91,1028,1.03
bogotá,13.0,12.94,Clouds,scattered clouds,99,1017,1.54
bordeaux,10.21,9.9,Clouds,overcast clouds,100,1025,1.03
brisbane,29.64,32.16,Clouds,few clouds,60,1007,4.12
budapest,8.04,5.3,Clear,clear sky,73,1008,4.63
buenos_aires,16.48,16.43,Rain,moderate rain,86,1009,7.6
busan,9.32,7.94,Clouds,broken clouds,33,1027,2.61
calgary,-1.45,-5.36,Clear,clear sky,87,1015,3.13
cape_town,17.4,17.34,Clouds,overcast clouds,82,1014,2.24
chicago,8.49,4.65,Clouds,overcast clouds,74,1002,8.23
ciudad_de_mexico,21.66,20.35,Clouds,scattered clouds,18,1012,4.12
cologne,7.58,4.5,Clouds,broken clouds,70,1021,5.14
copenhagen,5.5,1.09,Clouds,broken clouds,94,1015,7.2
dallas,18.5,18.02,Clouds,broken clouds,62,1010,5.66
delhi,20.07,19.18,Haze,haze,40,1012,2.06
denver,6.19,5.51,Clouds,overcast clouds,82,1013,1.34
detroit,13.68,13.56,Rain,light rain,94,1000,6.17
dubai,25.01,24.22,Clear,clear sky,25,1013,2.57
dublin,12.31,11.76,Clouds,broken clouds,83,1027,3.09
durban,22.69,23.03,Clouds,overcast clouds,77,1018,1.63
edmonton,-1.83,-5.88,Clouds,few clouds,77,1018,3.2
frankfurt,8.51,5.47,Clouds,few clouds,68,1020,5.66
fukuoka,10.31,8.21,Clouds,scattered clouds,31,1027,2.57
glasgow,8.28,8.28,Clouds,broken clouds,79,1026,1.03
guadalajara,22.88,21.51,Clouds,few clouds,11,1012,2.57
guangzhou,9.92,7.91,Clouds,overcast clouds,64,1022,3.99
guatemala_city,17.97,18.36,Clouds,broken clouds,97,1015,3.09
hamburg,6.17,2.52,Clouds,overcast clouds,81,1017,5.66
honolulu,26.22,26.22,Clouds,scattered clouds,72,1014,5.66
houston,24.47,25.32,Clouds,overcast clouds,90,1007,3.6
istanbul,9.02,8.0,Clouds,broken clouds,55,1009,2.06
jakarta,32.02,37.43,Clouds,scattered clouds,61,1010,3.09
johannesburg,15.74,15.69,Clouds,broken clouds,89,1018,0.0
kingston,26.9,28.61,Clouds,few clouds,69,1015,6.17
kuala_lumpur,30.39,33.16,Clouds,broken clouds,58,1011,1.98
kyiv,8.52,8.52,Clouds,overcast clouds,96,1009,0.45
kyoto,10.06,8.4,Clouds,scattered clouds,49,1025,0.89
lagos,28.27,32.61,Clouds,overcast clouds,79,1006,5.6
lima,21.21,21.42,Clear,clear sky,78,1012,5.14
liverpool,5.2,4.12,Clouds,scattered clouds,86,1026,1.54
london,5.09,5.09,Clear,clear sky,83,1027,0.45
los_angeles,13.55,13.0,Haze,haze,78,1018,4.12
lyon,8.82,7.02,Clear,clear sky,88,1021,3.13
madrid,9.74,8.7,Clear,clear sky,61,1019,2.24
manchester,2.57,1.12,Clouds,broken clouds,90,1027,1.54
manila,29.7,35.25,Clouds,overcast clouds,74,1013,2.68
marseille,13.64,12.6,Clear,clear sky,59,1011,14.92
medellin,19.24,19.8,Clouds,overcast clouds,99,1016,3.58
melbourne,20.79,20.23,Clouds,scattered clouds,50,1019,8.23
miami,22.71,23.39,Clouds,broken clouds,90,1016,0.0
milano,14.83,13.23,Clear,clear sky,33,1010,5.14
monterrey,29.75,30.13,Clear,clear sky,46,1011,1.45
montreal,2.03,-1.52,Rain,moderate rain,97,1009,3.6
mumbai,28.0,31.21,Haze,haze,74,1010,1.54
munich,5.99,5.29,Clouds,overcast clouds,85,1017,1.34
nagoya,9.96,9.96,Clouds,broken clouds,40,1025,0.78
naha,15.96,15.73,Clouds,broken clouds,81,1022,6.17
nairobi,15.66,15.89,Clouds,broken clouds,100,1015,3.09
