City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
accra,30.05,36.17,Rain,light rain,74,1010,8.23
almaty,0.85,-1.32,Clear,clear sky,63,1030,1.88
auckland,19.43,19.54,Clouds,broken clouds,81,1014,6.17
austin,25.53,24.97,Clear,clear sky,32,1013,3.58
bangalore,22.04,22.49,Clouds,scattered clouds,84,1014,2.06
bangkok,28.93,32.57,Clouds,overcast clouds,70,1008,4.15
barcelona,13.99,13.27,Clouds,scattered clouds,70,1000,2.57
beijing,0.92,-3.3,Clear,clear sky,13,1016,4.22
berlin,5.93,4.86,Clouds,overcast clouds,97,999,1.62
birmingham,6.03,3.06,Clear,clear sky,65,1008,4.12
bogotá,18.99,18.49,Clouds,scattered clouds,59,1012,3.09
bordeaux,14.21,13.44,Clear,clear sky,67,1001,3.09
brisbane,21.22,21.9,Clouds,broken clouds,96,1017,2.24
budapest,10.21,9.69,Mist,mist,92,1004,3.6
buenos_aires,21.03,20.86,Clouds,broken clouds,64,1021,8.05
busan,3.91,3.91,Clear,clear sky,75,1016,0.51
calgary,5.14,2.02,Clear,clear sky,39,999,4.02
cape_town,19.61,19.64,Clear,clear sky,77,1016,8.49
chicago,5.17,1.59,Clouds,broken clouds,69,1013,4.92
ciudad_de_mexico,24.94,24.22,Clear,clear sky,28,1012,4.02
cologne,6.06,6.06,Drizzle,light intensity drizzle,87,1003,1.03
copenhagen,2.9,-2.06,Clouds,broken clouds,90,1000,6.69
dallas,25.34,24.74,Clear,clear sky,31,1011,6.17
delhi,22.07,22.24,Haze,haze,73,1010,1.54
denver,18.39,16.57,Clouds,overcast clouds,11,1003,1.79
detroit,12.68,11.28,Clouds,overcast clouds,49,1008,1.79
dubai,29.01,28.0,Clear,clear sky,32,1013,2.06
dublin,6.7,3.71,Clouds,few clouds,61,1012,4.47
durban,22.45,22.79,Clear,clear sky,78,1020,0.23
edmonton,1.88,-0.53,Clouds,overcast clouds,75,1001,2.24
frankfurt,8.33,5.89,Rain,light intensity shower rain,84,1001,4.12
fukuoka,8.86,8.31,Clouds,overcast clouds,93,1016,1.54
glasgow,5.78,3.38,Clouds,broken clouds,81,1009,3.09
guadalajara,25.88,24.71,Clear,clear sky,7,1013,0.0
guangzhou,22.92,23.1,Clouds,overcast clouds,70,1014,2.95
guatemala_city,26.96,27.04,Clouds,few clouds,44,1013,2.06
hamburg,4.99,1.51,Drizzle,light intensity drizzle,93,1000,4.63
honolulu,22.14,22.58,Rain,light rain,83,1023,6.17
houston,24.29,23.98,Clear,clear sky,46,1015,2.24
istanbul,12.72,11.8,Clear,clear sky,67,1016,6.17
jakarta,26.74,29.02,Clouds,overcast clouds,78,1007,1.73
johannesburg,14.38,14.38,Rain,light rain,96,1018,1.34
kingston,30.9,37.9,Clouds,few clouds,79,1013,2.57
kuala_lumpur,25.62,26.54,Clouds,few clouds,88,1008,0.0
kyiv,13.0,11.77,Clouds,overcast clouds,54,1004,0.86
kyoto,8.95,8.37,Clouds,overcast clouds,94,1019,1.58
lagos,31.12,38.12,Clouds,scattered clouds,74,1010,2.57
