City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
lima,23.21,23.49,Fog,fog,73,1011,6.17
liverpool,4.85,1.61,Clear,clear sky,71,1009,4.12
london,6.22,3.91,Clouds,few clouds,66,1007,3.09
los_angeles,13.45,12.68,Clouds,overcast clouds,70,1012,5.66
lyon,8.99,8.99,Rain,moderate rain,94,1001,1.03
madrid,8.89,6.58,Clouds,broken clouds,89,1001,4.12
manchester,5.31,1.9,Clouds,few clouds,68,1009,4.63
manila,26.54,26.54,Clouds,scattered clouds,83,1011,2.57
marseille,12.53,12.24,Rain,moderate rain,92,1001,5.66
medellin,26.56,26.56,Clouds,scattered clouds,59,1010,2.57
melbourne,19.81,20.12,Clouds,scattered clouds,87,1017,0.45
miami,24.64,24.13,Clear,clear sky,37,1015,1.79
milano,11.43,10.95,Rain,moderate rain,89,1005,0.51
monterrey,28.29,27.36,Clear,clear sky,31,1012,9.83
montreal,7.95,5.07,Clouds,overcast clouds,87,998,4.9
mumbai,30.0,30.32,Smoke,smoke,45,1011,1.54
munich,8.88,8.17,Clouds,overcast clouds,72,1001,1.69
nagoya,9.98,9.64,Clouds,scattered clouds,87,1019,1.49
naha,18.99,19.4,Clouds,broken clouds,94,1017,2.06
nairobi,19.66,19.59,Rain,moderate rain,73,1015,2.06
napoli,14.46,14.1,Clear,clear sky,82,1009,0.51
nashville,23.83,22.95,Clear,clear sky,26,1011,6.17
new_york,16.81,15.3,Clear,clear sky,29,1007,7.2
osaka,9.95,9.95,Clouds,overcast clouds,82,1018,0.51
ottawa,6.56,3.37,Clouds,overcast clouds,68,1000,4.81
paris,8.04,4.69,Clouds,broken clouds,81,1004,6.17
philadelphia,20.18,19.04,Clear,clear sky,30,1007,2.68
phoenix,23.88,22.82,Clouds,few clouds,19,1012,8.49
prague,9.66,6.92,Clear,clear sky,71,1000,5.66
quebec_city,6.25,4.77,Clouds,overcast clouds,56,997,2.06
rio_de_janeiro,28.58,31.67,Clouds,scattered clouds,69,1014,7.72
riyadh,20.92,20.11,Clouds,broken clouds,40,1018,7.09
rome,14.09,13.33,Clear,clear sky,68,1008,2.06
san_diego,14.05,13.68,Mist,mist,83,1012,9.39
san_francisco,15.3,14.32,Clouds,broken clouds,55,1011,7.2
san_jose,17.59,16.42,Clouds,scattered clouds,39,1010,2.06
san_juan,31.66,33.31,Clouds,scattered clouds,48,1012,4.12
santiago,29.89,28.8,Clear,clear sky,32,1012,3.6
santo_domingo,30.05,33.99,Clouds,scattered clouds,65,1013,6.17
sao_paulo,27.12,28.97,Clouds,scattered clouds,69,1015,6.69
sapporo,-0.41,-3.01,Clear,clear sky,70,1018,2.06
seattle,8.41,6.26,Clouds,overcast clouds,73,1006,3.58
sendai,6.57,6.57,Clouds,overcast clouds,75,1020,1.29
seoul,3.76,2.48,Mist,mist,93,1017,1.54
shanghai,12.88,12.68,Clouds,broken clouds,94,1015,2.0
sydney,19.32,19.68,Drizzle,light intensity drizzle,91,1021,1.54
taipei,20.05,19.76,Mist,mist,63,1015,1.03
tel_aviv,17.12,17.03,Clear,clear sky,82,1021,1.54
tokyo,9.34,7.99,Mist,mist,91,1020,2.57
toronto,10.2,8.29,Clear,clear sky,39,1006,4.02
vancouver,5.64,2.39,Clouds,overcast clouds,88,1006,4.47
vienna,11.53,10.62,Clear,clear sky,72,1002,2.06
warsaw,10.42,8.98,Clear,clear sky,56,1000,1.54
washington_dc,21.8,20.77,Clear,clear sky,28,1007,3.09
winnipeg,-9.38,-12.1,Clouds,overcast clouds,67,1016,1.34
zurich,10.96,9.91,Clouds,overcast clouds,69,1001,4.63
