City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
naha,25.34,25.71,Clouds,few clouds,68,1012,6.17
nairobi,16.66,16.84,Clouds,broken clouds,94,1017,2.57
napoli,11.26,10.71,Clear,clear sky,87,1016,0.0
nashville,10.75,9.32,Clouds,broken clouds,55,1018,0.86
new_york,8.71,6.88,Mist,mist,91,1009,3.13
osaka,22.92,22.26,Clear,clear sky,38,1006,5.14
ottawa,1.34,-3.32,Rain,shower rain,84,1003,5.14
paris,8.26,5.81,Mist,mist,88,1021,4.12
philadelphia,11.02,9.64,Mist,mist,56,1010,3.6
phoenix,27.13,26.03,Clear,clear sky,14,1013,0.45
prague,6.41,4.14,Clouds,broken clouds,90,1017,3.09
quebec_city,-1.47,-7.22,Snow,snow,98,1005,5.81
rio_de_janeiro,26.67,29.33,Clouds,few clouds,84,1012,2.57
riyadh,12.06,10.39,Clear,clear sky,41,1024,3.65
rome,10.6,9.91,Clear,clear sky,84,1016,3.09
san_diego,17.41,17.14,Haze,haze,74,1017,1.54
san_francisco,18.37,17.99,Clear,clear sky,66,1016,3.6
san_jose,18.83,18.78,Clear,clear sky,77,1017,2.57
san_juan,23.84,24.53,Rain,moderate rain,86,1019,5.67
santiago,15.07,13.83,Clear,clear sky,46,1012,1.4
santo_domingo,23.41,23.95,Clouds,scattered clouds,82,1019,2.48
sao_paulo,21.71,22.23,Clear,clear sky,88,1015,1.54
sapporo,8.21,6.58,Clouds,overcast clouds,72,1001,2.67
seattle,13.27,13.13,Clouds,broken clouds,95,1021,3.6
sendai,18.98,18.0,Clouds,broken clouds,41,1002,3.09
seoul,20.31,19.34,Haze,haze,36,999,5.14
shanghai,28.02,26.81,Clear,clear sky,22,1004,6.0
sydney,24.38,24.83,Clouds,broken clouds,75,1021,4.63
taipei,24.63,24.27,Clear,clear sky,43,1008,0.89
tel_aviv,12.54,11.81,Clear,clear sky,75,1024,2.06
tokyo,21.58,20.58,Clouds,few clouds,30,1003,7.72
toronto,1.69,-4.21,Clouds,broken clouds,76,1006,8.23
vancouver,10.3,9.87,Clouds,overcast clouds,95,1021,2.57
vienna,8.04,8.04,Mist,mist,87,1016,0.51
warsaw,1.79,-0.02,Clear,clear sky,93,1016,1.72
washington_dc,11.41,10.15,Mist,mist,59,1011,2.06
winnipeg,-1.16,-4.98,Clear,clear sky,89,1016,3.09
zurich,7.33,6.56,Clouds,overcast clouds,92,1019,1.54
