City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
accra,27.05,30.77,Clouds,few clouds,89,1011,3.6
almaty,2.92,0.63,Clouds,overcast clouds,94,1025,2.3
auckland,21.63,21.42,Clouds,broken clouds,60,1020,5.66
austin,20.21,19.85,Clear,clear sky,60,1016,1.54
bangalore,26.79,27.06,Mist,mist,47,1013,1.03
bangkok,33.4,39.09,Clear,clear sky,56,1009,4.64
barcelona,9.09,6.83,Clouds,few clouds,86,1018,4.12
beijing,17.46,15.6,Clear,clear sky,13,1001,6.91
berlin,6.03,3.98,Clouds,few clouds,92,1015,2.68
birmingham,5.41,5.41,Clouds,broken clouds,90,1021,0.89
bogotá,11.31,10.98,Clouds,few clouds,95,1019,1.03
bordeaux,7.81,6.59,Clear,clear sky,91,1021,2.06
brisbane,22.33,22.97,Rain,light intensity shower rain,90,1017,3.09
budapest,7.68,6.96,Fog,fog,94,1016,1.54
buenos_aires,18.43,18.57,Clouds,few clouds,86,1019,5.14
busan,20.04,19.22,Clear,clear sky,43,1003,7.2
calgary,5.81,1.66,Clouds,few clouds,51,1016,6.69
cape_town,17.39,17.43,Rain,light rain,86,1017,5.66
chicago,3.25,0.38,Clouds,scattered clouds,47,1014,3.03
ciudad_de_mexico,19.83,18.57,Clouds,broken clouds,27,1014,2.57
cologne,6.05,3.08,Mist,mist,88,1019,4.12
copenhagen,3.49,0.84,Clouds,scattered clouds,92,1014,2.81
dallas,19.25,18.35,Clouds,broken clouds,43,1016,2.06
delhi,28.63,27.09,Haze,haze,9,1012,2.57
denver,14.14,12.58,Clear,clear sky,37,1019,2.24
detroit,1.32,-3.85,Clear,clear sky,69,1011,6.17
dubai,21.86,21.51,Clear,clear sky,54,1015,6.17
dublin,9.4,6.42,Clouds,broken clouds,92,1021,6.17
durban,22.45,23.13,Clouds,scattered clouds,91,1015,4.52
edmonton,5.36,2.49,Clear,clear sky,43,1015,3.68
frankfurt,7.83,6.61,Clear,clear sky,89,1018,2.06
fukuoka,22.43,21.69,Clouds,few clouds,37,1005,6.69
glasgow,9.58,6.49,Clouds,overcast clouds,95,1018,6.69
guadalajara,18.86,17.3,Clouds,few clouds,19,1014,4.63
guangzhou,26.53,26.53,Clear,clear sky,44,1010,3.14
guatemala_city,20.0,20.41,Mist,mist,90,1017,0.0
hamburg,3.08,-0.87,Clouds,overcast clouds,93,1016,4.63
honolulu,25.22,25.63,Clouds,broken clouds,70,1014,4.12
houston,21.18,21.16,Clouds,overcast clouds,69,1016,3.6
istanbul,11.97,11.21,Clear,clear sky,76,1022,0.51
jakarta,30.78,36.73,Thunderstorm,thunderstorm,69,1008,2.57
johannesburg,15.86,15.9,Rain,light rain,92,1019,0.0
kingston,25.27,25.89,Clouds,few clouds,78,1016,8.75
kuala_lumpur,29.1,34.58,Clouds,few clouds,78,1010,2.57
kyiv,5.48,5.48,Clouds,overcast clouds,91,1014,0.45
kyoto,22.27,21.6,Clouds,overcast clouds,40,1005,0.45
lagos,26.12,26.12,Haze,haze,94,1010,0.0
lima,21.53,21.8,Clear,clear sky,79,1011,4.12
liverpool,6.64,6.64,Clouds,broken clouds,85,1020,1.03
london,5.58,3.14,Haze,haze,92,1021,3.09
los_angeles,20.23,19.64,Clear,clear sky,51,1016,5.14
lyon,7.15,7.15,Clear,clear sky,88,1018,1.03
madrid,7.27,5.54,Clouds,broken clouds,85,1021,2.57
manchester,6.49,5.55,Clouds,overcast clouds,87,1020,1.58
manila,32.29,38.41,Clouds,few clouds,62,1008,3.09
marseille,7.39,6.63,Clear,clear sky,89,1016,1.54
medellin,20.23,20.76,Clouds,scattered clouds,94,1016,1.03
melbourne,24.91,24.87,Clouds,few clouds,54,1020,3.09
miami,22.2,22.59,Clouds,few clouds,81,1019,1.54
milano,8.9,8.9,Fog,fog,90,1016,0.51
monterrey,15.3,14.77,Clouds,overcast clouds,72,1018,1.67
montreal,1.62,-3.91,Clouds,overcast clouds,84,1004,7.2
mumbai,28.8,30.56,Haze,haze,59,1012,0.0
munich,6.22,5.25,Rain,moderate rain,92,1017,1.57
nagoya,21.89,21.23,Clouds,overcast clouds,42,1005,0.97
