City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
guadalajara,15.65,14.32,Clouds,overcast clouds,40,1014,1.92
guangzhou,26.92,26.37,Clear,clear sky,30,1017,0.86
guatemala_city,17.26,17.5,Clouds,scattered clouds,94,1016,5.14
hamburg,4.38,2.58,Clear,clear sky,76,1028,2.06
honolulu,25.98,25.98,Clouds,scattered clouds,63,1018,5.14
houston,25.22,26.02,Mist,mist,85,1006,9.26
istanbul,8.78,8.78,Clouds,broken clouds,86,1017,0.51
jakarta,30.78,35.38,Clouds,scattered clouds,64,1010,2.57
johannesburg,16.48,16.53,Clouds,overcast clouds,90,1022,1.03
kingston,25.9,26.45,Clouds,few clouds,73,1016,3.6
kuala_lumpur,32.86,36.58,Clouds,few clouds,52,1010,1.54
kyiv,7.97,7.97,Clouds,broken clouds,96,1019,0.89
kyoto,12.28,11.39,Clouds,few clouds,70,1014,3.58
lagos,24.12,25.2,Clouds,few clouds,100,1009,1.03
lima,19.21,19.35,Clear,clear sky,83,1012,3.09
liverpool,6.36,2.19,Clear,clear sky,85,1022,7.2
london,8.21,7.8,Clouds,few clouds,82,1019,1.34
los_angeles,11.43,10.46,Clouds,broken clouds,70,1010,6.17
lyon,7.54,6.12,Clouds,overcast clouds,91,1019,2.24
madrid,8.01,5.77,Rain,moderate rain,94,1011,3.6
manchester,7.15,5.03,Clouds,few clouds,85,1023,3.09
manila,32.87,39.87,Clouds,scattered clouds,65,1011,4.02
marseille,10.99,10.13,Clear,clear sky,76,1018,3.09
medellin,18.6,19.07,Clouds,overcast clouds,98,1016,0.45
melbourne,20.54,20.27,Clouds,scattered clouds,62,1012,6.17
miami,25.53,26.31,Clouds,broken clouds,83,1021,6.17
milano,8.58,8.58,Clear,clear sky,90,1021,0.51
monterrey,28.1,29.71,Clear,clear sky,61,1003,0.9
montreal,0.49,-4.09,Snow,light rain and snow,93,1020,4.63
mumbai,32.0,36.48,Haze,haze,58,1013,3.6
munich,5.81,5.81,Clouds,broken clouds,83,1022,0.45
nagoya,17.76,16.66,Clear,clear sky,41,1011,1.34
naha,20.96,20.55,Clouds,broken clouds,55,1019,7.2
nairobi,17.96,18.11,Drizzle,light intensity drizzle,88,1016,2.57
napoli,11.82,11.02,Clear,clear sky,75,1018,1.03
nashville,26.56,26.56,Clouds,overcast clouds,56,1011,8.75
new_york,7.43,4.54,Clouds,overcast clouds,82,1025,4.63
osaka,15.57,14.46,Clouds,broken clouds,49,1014,11.32
ottawa,-0.24,-6.08,Rain,freezing rain,94,1015,6.69
paris,9.2,8.21,Clear,clear sky,74,1017,2.06
philadelphia,8.6,7.11,Clouds,overcast clouds,73,1023,2.57
phoenix,12.27,10.91,Clouds,few clouds,52,1008,2.68
prague,5.79,4.8,Clear,clear sky,77,1026,1.54
quebec_city,-0.78,-7.18,Clouds,overcast clouds,62,1027,7.6
rio_de_janeiro,26.74,29.09,Clear,clear sky,79,1010,2.57
riyadh,28.92,27.33,Clouds,scattered clouds,16,1013,1.5
rome,11.46,10.54,Clouds,scattered clouds,72,1019,1.54
san_diego,11.92,11.31,Clouds,scattered clouds,82,1013,4.63
san_francisco,9.69,5.96,Clouds,few clouds,79,1013,9.26
san_jose,8.46,6.95,Clouds,scattered clouds,78,1014,2.57
san_juan,22.96,23.69,Rain,moderate rain,91,1018,3.09
santiago,18.3,17.18,Clear,clear sky,38,1016,0.56
santo_domingo,22.81,23.6,Clouds,few clouds,94,1019,3.67
sao_paulo,23.19,23.84,Clear,clear sky,87,1014,1.54
sapporo,5.0,5.0,Clouds,broken clouds,81,1013,1.03
seattle,7.21,5.89,Clouds,overcast clouds,86,1015,2.06
sendai,5.64,3.6,Rain,moderate rain,87,1013,2.57
seoul,15.76,14.15,Clear,clear sky,29,1019,1.54
shanghai,18.88,17.45,Clear,clear sky,24,1021,3.0
sydney,24.74,24.52,Clear,clear sky,48,1009,6.69
taipei,22.51,22.02,Clouds,broken clouds,46,1018,6.17
tel_aviv,20.11,19.53,Clear,clear sky,52,1016,2.06
tokyo,8.89,7.12,Rain,moderate rain,87,1013,3.09
toronto,4.31,-0.8,Rain,light rain,95,1006,8.23
vancouver,6.33,4.86,Clear,clear sky,84,1015,2.06
vienna,7.77,5.78,Clear,clear sky,78,1023,3.09
warsaw,8.23,6.68,Clear,clear sky,72,1025,2.57
washington_dc,11.87,11.28,Clouds,overcast clouds,83,1021,3.09
winnipeg,0.01,-4.98,Clouds,overcast clouds,93,1003,5.14
zurich,6.22,4.57,Clear,clear sky,83,1022,2.24
