City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
accra,32.05,39.05,Clouds,few clouds,66,1008,6.69
almaty,12.72,11.38,Clouds,overcast clouds,51,1012,1.05
auckland,19.97,20.48,Clouds,overcast clouds,94,1006,10.29
austin,22.12,22.4,Clouds,overcast clouds,77,1013,7.2
bangalore,30.11,31.05,Clouds,scattered clouds,49,1008,4.36
bangkok,29.95,35.16,Clouds,scattered clouds,71,1009,5.99
barcelona,18.76,17.92,Clouds,few clouds,47,1012,8.23
beijing,19.92,18.7,Clouds,overcast clouds,28,1008,3.22
berlin,24.39,24.27,Clear,clear sky,53,1004,5.66
birmingham,14.21,12.97,Clear,clear sky,49,1012,1.54
bogotá,16.99,16.76,Clouds,broken clouds,77,1015,3.09
bordeaux,15.21,14.01,Clear,clear sky,47,1015,6.17
brisbane,18.05,18.16,Clear,clear sky,86,1013,2.57
budapest,23.64,23.55,Rain,moderate rain,57,1011,5.14
buenos_aires,20.36,20.31,Clouds,broken clouds,71,1016,0.45
busan,14.91,15.07,Clouds,broken clouds,100,1011,3.09
calgary,1.24,-3.96,Clouds,broken clouds,52,1019,6.17
cape_town,23.75,23.64,Clear,clear sky,56,1018,4.63
chicago,14.3,12.96,Clouds,broken clouds,45,1016,7.72
ciudad_de_mexico,18.84,17.46,Clouds,broken clouds,26,1016,2.06
cologne,10.42,9.53,Clouds,overcast clouds,77,1011,6.69
copenhagen,15.01,14.52,Clouds,broken clouds,75,1007,5.14
dallas,22.92,23.12,Clouds,scattered clouds,71,1012,4.12
delhi,35.07,34.57,Haze,haze,29,1001,1.54
denver,17.03,15.75,Clouds,few clouds,37,999,1.79
detroit,11.4,9.82,Clear,clear sky,47,1022,4.12
dubai,28.01,28.2,Clear,clear sky,47,1008,5.66
dublin,11.23,10.13,Clouds,broken clouds,66,1010,6.69
durban,21.45,21.74,Rain,light rain,80,1023,4.89
edmonton,3.4,-0.12,Clouds,broken clouds,54,1020,4.02
frankfurt,11.66,10.79,Clouds,overcast clouds,73,1008,4.63
fukuoka,19.86,19.91,Clouds,broken clouds,77,1014,5.14
glasgow,10.54,9.29,Clouds,scattered clouds,63,1011,7.2
guadalajara,21.88,21.09,Clear,clear sky,37,1015,0.0
guangzhou,23.92,24.25,Clouds,overcast clouds,72,1008,4.9
guatemala_city,20.69,19.65,Clouds,scattered clouds,32,1015,10.29
hamburg,10.76,10.35,Drizzle,light intensity drizzle,94,1008,5.66
honolulu,22.51,22.98,Rain,light rain,83,1013,1.79
houston,25.38,25.85,Clouds,scattered clouds,72,1015,6.17
istanbul,16.8,15.66,Clear,clear sky,43,1021,7.72
jakarta,27.34,30.98,Clouds,scattered clouds,84,1010,0.0
johannesburg,19.49,19.22,Clouds,broken clouds,66,1016,0.0
kingston,30.9,34.16,Clouds,few clouds,58,1016,3.6
kuala_lumpur,28.3,32.86,Clouds,few clouds,80,1010,1.03
kyiv,24.08,23.64,Clear,clear sky,42,1020,0.89
kyoto,17.28,17.1,Clouds,broken clouds,78,1014,2.03
lagos,31.12,38.12,Thunderstorm,thunderstorm,74,1009,4.63
lima,19.21,19.2,Clouds,scattered clouds,77,1013,2.57
liverpool,13.37,11.99,Clouds,few clouds,47,1011,2.06
london,16.59,15.32,Clouds,broken clouds,39,1011,2.68
los_angeles,14.23,13.77,Clouds,overcast clouds,79,1015,3.09
lyon,9.17,7.44,Rain,light rain,87,1012,3.13
madrid,17.52,16.58,Clouds,few clouds,48,1016,5.14
manchester,14.28,12.96,Clouds,scattered clouds,46,1012,2.06
manila,29.5,33.64,Clouds,few clouds,69,1012,3.09
marseille,14.19,13.05,Clouds,broken clouds,53,1007,15.95
medellin,21.12,21.9,Clouds,broken clouds,100,1013,2.06
melbourne,19.39,19.11,Clouds,overcast clouds,66,1012,3.09
miami,26.94,27.94,Clouds,broken clouds,59,1020,5.14
milano,13.54,13.25,Rain,heavy intensity rain,88,1003,6.69
monterrey,21.38,21.69,Clear,clear sky,81,1014,1.32
montreal,4.48,-0.58,Clear,clear sky,45,1018,8.23
mumbai,28.55,31.45,Clear,clear sky,68,1008,4.86
munich,12.92,12.33,Clouds,overcast clouds,79,1004,3.58
nagoya,17.2,16.99,Clouds,broken clouds,77,1016,2.07
naha,18.91,19.15,Rain,moderate rain,88,1015,5.66
nairobi,25.02,24.65,Rain,light rain,41,1012,5.14
napoli,15.7,15.39,Clouds,broken clouds,79,1012,4.47
nashville,19.37,18.35,Clouds,broken clouds,38,1021,2.57
new_york,11.05,9.25,Clear,clear sky,40,1021,7.15
osaka,17.93,17.79,Clouds,broken clouds,77,1014,1.54
ottawa,4.11,-0.51,Clouds,few clouds,41,1021,6.69
paris,16.31,15.09,Clear,clear sky,42,1013,3.09
philadelphia,11.45,9.9,Clear,clear sky,48,1023,4.63
phoenix,18.12,17.35,Clouds,broken clouds,52,1011,3.6
prague,24.03,23.45,Clear,clear sky,37,1006,8.05
quebec_city,2.25,-3.3,Clouds,broken clouds,65,1013,7.72
