City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
rio_de_janeiro,27.44,29.52,Clouds,few clouds,69,1015,3.09
riyadh,27.92,26.59,Clear,clear sky,15,1014,5.08
rome,16.67,16.01,Clouds,scattered clouds,62,1011,5.14
san_diego,15.49,15.08,Clouds,broken clouds,76,1015,2.57
san_francisco,11.0,10.51,Clouds,overcast clouds,90,1014,3.6
san_jose,12.98,12.32,Clouds,overcast clouds,76,1014,3.6
san_juan,30.31,34.8,Clouds,scattered clouds,66,1015,5.66
santiago,18.59,17.97,Clouds,broken clouds,56,1016,0.0
santo_domingo,29.41,33.24,Clouds,broken clouds,68,1016,0.45
sao_paulo,25.69,25.86,Clear,clear sky,59,1018,2.57
sapporo,4.04,4.04,Clear,clear sky,68,1013,0.94
seattle,9.21,6.63,Clear,clear sky,73,1021,4.92
sendai,12.72,11.85,Clear,clear sky,69,1014,1.45
seoul,14.76,14.75,Clear,clear sky,94,1007,1.54
shanghai,19.88,19.93,Clear,clear sky,77,1008,3.0
sydney,16.45,16.19,Clear,clear sky,78,1014,0.45
taipei,25.05,24.99,Clouds,broken clouds,53,1007,1.79
tel_aviv,24.95,24.31,Clear,clear sky,31,1014,8.23
tokyo,18.53,18.11,Clear,clear sky,64,1014,6.17
toronto,7.94,6.25,Clear,clear sky,49,1023,2.68
vancouver,9.71,9.28,Clear,clear sky,59,1022,1.54
vienna,21.45,21.19,Clouds,few clouds,59,1009,11.18
warsaw,27.14,26.63,Clear,clear sky,33,1010,8.23
washington_dc,12.74,10.98,Clear,clear sky,35,1024,5.14
winnipeg,6.22,2.8,Clouds,overcast clouds,72,1007,5.14
zurich,9.56,7.45,Clouds,overcast clouds,82,1010,4.02
