City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
accra,27.05,30.77,Clear,clear sky,89,1009,3.09
almaty,12.85,11.0,Clouds,overcast clouds,31,1020,2.12
auckland,20.72,20.99,Clouds,scattered clouds,82,1019,5.14
austin,17.6,17.32,Clear,clear sky,73,1013,3.13
bangalore,29.19,30.17,Haze,haze,52,1010,2.57
bangkok,34.18,38.11,Clouds,overcast clouds,48,1008,2.98
barcelona,12.74,11.56,Clear,clear sky,57,1012,0.45
beijing,20.92,19.33,Clouds,scattered clouds,10,1012,6.53
berlin,5.61,3.85,Clear,clear sky,88,1028,2.24
birmingham,3.11,-0.2,Clouds,few clouds,94,1027,3.6
bogotá,11.99,11.86,Fog,fog,100,1016,1.03
bordeaux,9.21,6.18,Clear,clear sky,57,1013,6.17
brisbane,24.79,25.26,Clouds,broken clouds,74,1010,5.66
budapest,9.74,7.87,Clouds,broken clouds,68,1016,3.6
buenos_aires,13.96,13.19,Clear,clear sky,68,1023,8.05
busan,14.91,13.14,Clear,clear sky,26,1021,6.17
calgary,0.05,-3.52,Clouds,overcast clouds,85,1002,3.09
cape_town,17.7,17.61,Clear,clear sky,80,1018,3.6
chicago,1.99,-2.22,Clouds,broken clouds,77,1021,4.63
ciudad_de_mexico,20.5,19.1,Clouds,overcast clouds,19,1013,2.68
cologne,3.04,1.02,Clear,clear sky,88,1027,2.06
copenhagen,4.44,2.65,Clear,clear sky,91,1031,2.06
dallas,14.24,13.63,Clear,clear sky,73,1014,2.57
delhi,30.07,28.27,Haze,haze,19,1011,4.12
denver,8.26,6.34,Clouds,overcast clouds,59,1000,3.13
detroit,0.41,-1.03,Clouds,scattered clouds,76,1018,1.34
dubai,31.01,28.97,Clear,clear sky,16,1013,1.03
dublin,7.49,4.39,Clouds,few clouds,86,1023,5.14
durban,21.45,21.79,Clouds,overcast clouds,82,1011,2.77
edmonton,0.35,-3.94,Clouds,overcast clouds,88,1005,4.12
frankfurt,4.25,0.59,Clear,clear sky,81,1026,4.63
fukuoka,14.17,12.22,Clear,clear sky,22,1019,5.14
glasgow,6.31,6.31,Clouds,broken clouds,90,1026,1.24
guadalajara,19.88,18.47,Clear,clear sky,21,1014,3.09
guangzhou,19.92,18.93,Clouds,scattered clouds,37,1018,4.19
guatemala_city,17.75,18.17,Clouds,few clouds,99,1014,0.0
hamburg,2.37,-0.28,Clear,clear sky,88,1030,2.57
honolulu,25.12,25.72,Clouds,broken clouds,78,1016,4.12
houston,22.72,23.14,Haze,haze,80,1012,2.06
istanbul,11.94,11.33,Clouds,broken clouds,82,1007,4.63
jakarta,31.05,36.28,Clouds,scattered clouds,65,1007,5.14
johannesburg,15.89,15.94,Rain,light rain,92,1018,1.03
kingston,24.65,25.31,Clear,clear sky,82,1014,2.13
kuala_lumpur,33.86,38.76,Clouds,few clouds,52,1009,2.06
kyiv,9.08,9.08,Clouds,overcast clouds,97,1011,0.45
kyoto,11.67,10.62,Clouds,overcast clouds,66,1022,2.53
lagos,28.64,33.37,Clouds,overcast clouds,78,1008,4.69
lima,20.21,20.58,Clear,clear sky,88,1011,3.6
liverpool,6.41,3.82,Clear,clear sky,82,1026,3.6
london,6.57,3.02,Clouds,broken clouds,85,1027,5.66
los_angeles,13.0,12.6,Clouds,scattered clouds,86,1016,2.67
lyon,4.26,1.21,Clear,clear sky,74,1017,3.58
madrid,9.57,9.57,Clear,clear sky,66,1010,1.03
manchester,5.66,4.65,Clouds,overcast clouds,67,1026,1.54
manila,32.47,39.47,Clouds,scattered clouds,67,1009,8.05
marseille,4.99,2.43,Clear,clear sky,81,1012,3.09
medellin,18.21,18.65,Clouds,overcast clouds,98,1016,2.24
melbourne,21.64,21.22,Clouds,broken clouds,52,1014,8.75
miami,23.75,24.58,Clouds,scattered clouds,92,1015,2.06
milano,7.46,7.46,Clear,clear sky,75,1014,0.51
monterrey,24.77,25.26,Clouds,scattered clouds,75,1011,3.4
montreal,1.39,-4.0,Clouds,overcast clouds,79,1006,6.69
mumbai,31.0,32.23,Smoke,smoke,48,1009,2.57
munich,3.49,3.49,Clouds,overcast clouds,92,1022,0.45
nagoya,9.78,8.42,Clouds,overcast clouds,78,1022,2.72
naha,20.93,21.12,Clouds,broken clouds,78,1011,10.8
nairobi,16.96,17.01,Clouds,broken clouds,88,1016,1.03
napoli,11.11,10.08,Rain,light rain,69,1004,7.2
nashville,7.28,4.6,Clouds,overcast clouds,75,1019,4.12
new_york,13.95,13.91,Rain,light rain,96,1003,0.89
osaka,14.94,13.9,Clouds,broken clouds,54,1021,4.63
ottawa,-0.71,-6.44,Clouds,overcast clouds,79,1010,6.17
paris,6.72,3.21,Clear,clear sky,71,1023,5.66
philadelphia,15.27,15.41,Rain,moderate rain,98,1002,4.63
phoenix,22.67,22.17,Clouds,broken clouds,45,1010,1.79
prague,4.54,0.69,Rain,light rain,91,1024,5.14
quebec_city,1.91,-3.74,Clouds,overcast clouds,89,1002,7.72
rio_de_janeiro,25.69,26.64,Clouds,scattered clouds,89,1013,2.06
riyadh,29.92,28.08,Clouds,scattered clouds,15,1015,6.43
rome,10.75,9.4,Clear,clear sky,58,1006,5.14
san_diego,13.91,13.76,Mist,mist,92,1017,4.63
san_francisco,10.21,9.35,Clouds,few clouds,79,1017,8.05
san_jose,8.32,6.78,Clouds,broken clouds,85,1018,2.57
san_juan,22.24,22.95,Clouds,scattered clouds,93,1016,2.06
santiago,15.94,14.95,Clouds,scattered clouds,52,1014,0.42
santo_domingo,21.81,22.5,Clear,clear sky,94,1017,2.47
sao_paulo,20.74,21.38,Clear,clear sky,96,1016,0.51
sapporo,7.03,2.33,Clouds,scattered clouds,63,1030,9.77
seattle,7.52,4.65,Clouds,overcast clouds,86,1007,4.63
sendai,3.64,-0.17,Rain,moderate rain,93,1030,4.63
seoul,15.76,13.99,Clear,clear sky,23,1021,4.12
shanghai,15.95,14.31,Clear,clear sky,27,1021,4.0
sydney,21.1,20.94,Clouds,scattered clouds,64,1012,12.86
taipei,14.69,14.49,Drizzle,light intensity drizzle,87,1018,3.09
tel_aviv,26.16,26.16,Clear,clear sky,29,1005,2.06
tokyo,5.46,1.85,Rain,moderate rain,89,1025,5.14
toronto,1.71,-1.91,Clouds,overcast clouds,73,1014,3.6
vancouver,7.86,6.24,Clouds,broken clouds,82,1005,2.57
vienna,7.39,4.0,Clear,clear sky,80,1021,5.81
warsaw,6.81,3.77,Clouds,broken clouds,82,1021,4.63
washington_dc,12.34,11.82,Clouds,overcast clouds,84,1006,5.36
winnipeg,-5.03,-10.12,Clear,clear sky,60,1020,3.6
zurich,3.74,0.3,Clear,clear sky,81,1022,4.02
