City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
accra,27.05,31.32,Clouds,broken clouds,94,1010,3.09
almaty,-2.15,-3.92,Clouds,overcast clouds,93,1028,1.34
auckland,22.0,21.93,Clouds,scattered clouds,64,1021,4.63
austin,14.23,13.54,Clear,clear sky,70,1016,0.0
bangalore,28.42,29.04,Clouds,few clouds,51,1012,5.14
bangkok,35.9,42.9,Clear,clear sky,51,1008,5.01
barcelona,8.62,7.14,Clouds,few clouds,66,1017,2.57
beijing,14.92,13.15,Clear,clear sky,26,1011,0.82
berlin,3.36,0.89,Clouds,overcast clouds,92,1029,2.57
birmingham,-1.09,-1.09,Clear,clear sky,94,1034,0.98
bogotá,11.99,11.86,Clouds,broken clouds,100,1015,1.54
bordeaux,3.21,-0.97,Clear,clear sky,87,1023,5.14
brisbane,27.88,29.83,Clouds,scattered clouds,65,1012,5.14
budapest,2.42,2.42,Rain,light rain,80,1026,0.89
buenos_aires,21.88,22.58,Rain,moderate rain,94,1007,2.06
busan,11.91,11.43,Clouds,broken clouds,87,1016,1.54
calgary,1.43,-0.18,Clouds,broken clouds,77,1016,1.54
cape_town,20.51,20.84,Clouds,broken clouds,85,1014,4.47
chicago,1.02,-2.38,Clouds,scattered clouds,60,1010,3.13
ciudad_de_mexico,16.7,16.2,Clear,clear sky,68,1015,2.06
cologne,1.74,1.74,Mist,mist,92,1031,0.51
copenhagen,0.5,-2.5,Clouds,broken clouds,90,1029,2.57
dallas,14.66,13.41,Clear,clear sky,47,1015,2.06
delhi,25.07,25.23,Haze,haze,61,1014,4.12
denver,5.69,5.69,Clear,clear sky,38,1016,1.26
detroit,2.14,-4.57,Clouds,overcast clouds,71,1002,11.32
dubai,21.01,20.73,Clear,clear sky,60,1017,2.57
dublin,5.01,2.11,Clouds,broken clouds,83,1033,3.6
durban,25.45,25.88,Clear,clear sky,70,1012,3.71
edmonton,2.27,1.08,Clouds,overcast clouds,71,1016,1.34
frankfurt,0.77,-2.18,Clear,clear sky,93,1030,2.57
fukuoka,20.86,20.36,Clouds,broken clouds,52,1017,7.2
glasgow,6.6,2.68,Clouds,broken clouds,79,1030,6.69
guadalajara,19.88,19.1,Clear,clear sky,45,1016,0.0
guangzhou,27.92,28.03,Clouds,overcast clouds,46,1011,4.61
guatemala_city,15.9,15.92,Clouds,few clouds,91,1017,5.14
hamburg,3.08,1.07,Clouds,broken clouds,95,1031,2.06
honolulu,24.8,25.35,Clouds,scattered clouds,77,1020,2.57
houston,14.73,14.24,Clear,clear sky,76,1016,2.06
istanbul,4.83,1.58,Clouds,broken clouds,76,1025,4.12
jakarta,32.29,38.41,Clouds,scattered clouds,62,1007,5.14
johannesburg,17.8,18.17,Rain,light rain,97,1014,0.45
kingston,25.9,26.58,Clouds,scattered clouds,78,1014,2.06
kuala_lumpur,34.04,38.48,Clouds,few clouds,50,1007,1.54
kyiv,-0.83,-5.47,Snow,snow,90,1027,4.24
kyoto,18.95,18.28,Clouds,overcast clouds,53,1018,0.89
lagos,26.12,26.12,Clouds,scattered clouds,94,1010,1.03
lima,22.21,22.65,Clear,clear sky,83,1011,2.57
liverpool,-0.23,-2.8,Clear,clear sky,93,1033,2.06
london,1.24,-0.17,Clear,clear sky,95,1033,1.39
los_angeles,13.14,12.7,Clouds,overcast clouds,84,1014,3.09
lyon,2.95,-0.4,Clouds,overcast clouds,87,1024,3.6
madrid,7.18,5.07,Rain,light rain,90,1015,3.09
manchester,0.04,0.04,Clouds,overcast clouds,85,1033,0.51
manila,31.75,37.7,Clouds,few clouds,64,1009,6.17
marseille,8.64,8.05,Clear,clear sky,88,1018,1.54
medellin,17.25,17.59,Clouds,scattered clouds,98,1013,2.24
melbourne,24.29,24.18,Clear,clear sky,54,1013,6.69
miami,18.75,18.93,Clear,clear sky,86,1015,0.0
milano,7.74,5.74,Rain,light rain,84,1022,3.09
monterrey,15.32,15.07,Clouds,overcast clouds,83,1016,1.61
montreal,-7.54,-14.54,Snow,snow,91,995,5.66
mumbai,32.0,31.77,Smoke,smoke,37,1012,3.6
munich,-0.41,-0.41,Clouds,overcast clouds,94,1028,0.45
nagoya,16.91,15.28,Clouds,overcast clouds,24,1019,1.33
naha,23.79,24.08,Clouds,few clouds,71,1018,5.66
nairobi,20.96,20.57,Clouds,broken clouds,56,1015,1.54
napoli,8.73,8.16,Clear,clear sky,83,1020,1.54
nashville,15.1,13.68,Clear,clear sky,39,1010,4.87
new_york,6.41,1.61,Clear,clear sky,62,1003,9.39
osaka,17.19,16.3,Clouds,scattered clouds,51,1019,3.6
ottawa,-9.07,-16.07,Snow,snow,90,991,6.17
paris,1.85,-2.4,Mist,mist,95,1030,4.63
philadelphia,5.7,2.95,Clouds,few clouds,67,1003,3.6
phoenix,18.38,16.72,Clouds,broken clouds,17,1012,2.06
prague,1.57,-1.69,Clouds,overcast clouds,90,1028,3.09
quebec_city,-10.81,-17.81,Snow,light snow,80,1003,6.69
rio_de_janeiro,24.91,25.62,Clear,clear sky,83,1016,3.6
riyadh,12.92,10.95,Clouds,few clouds,26,1017,7.25
rome,9.87,9.87,Rain,light rain,76,1020,0.51
san_diego,13.31,12.94,Clouds,broken clouds,86,1014,3.09
san_francisco,10.21,9.64,Clouds,scattered clouds,90,1015,8.94
san_jose,12.93,12.13,Clear,clear sky,71,1014,2.06
san_juan,22.93,23.68,Clouds,few clouds,92,1014,2.52
santiago,17.01,16.91,Clear,clear sky,82,1012,0.45
santo_domingo,21.81,22.32,Clear,clear sky,87,1014,2.37
sao_paulo,22.77,23.27,Clear,clear sky,83,1016,1.54
sapporo,5.08,0.54,Clouds,scattered clouds,59,1016,7.2
seattle,7.97,7.29,Clear,clear sky,88,1014,1.54
sendai,13.64,12.47,Clear,clear sky,54,1018,6.17
seoul,10.76,10.03,Rain,light rain,82,1015,3.6
shanghai,27.88,27.5,Clear,clear sky,39,1010,4.0
sydney,28.15,30.42,Clear,clear sky,66,1011,4.63
taipei,25.96,25.96,Clouds,overcast clouds,47,1014,1.79
tel_aviv,12.12,11.53,Rain,light rain,82,1021,1.03
tokyo,18.63,17.51,Clear,clear sky,37,1018,6.69
toronto,4.4,0.52,Clouds,overcast clouds,83,992,5.14
vancouver,8.14,7.72,Clouds,few clouds,84,1015,1.34
vienna,1.96,-1.22,Clouds,few clouds,84,1028,3.09
warsaw,2.54,0.44,Clouds,overcast clouds,92,1023,2.06
washington_dc,8.33,5.24,Clear,clear sky,49,1003,5.66
winnipeg,-18.03,-25.03,Clear,clear sky,59,1028,3.09
zurich,2.14,-2.04,Rain,light rain,85,1026,4.63
