City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
new_york,7.55,4.07,Clear,clear sky,62,1003,6.17
osaka,12.42,11.36,Rain,light rain,63,1020,2.57
ottawa,1.23,-4.2,Clouds,overcast clouds,86,1001,6.69
paris,4.72,2.98,Clear,clear sky,88,1026,2.06
philadelphia,5.9,3.52,Clear,clear sky,70,1005,3.09
phoenix,19.26,17.69,Clear,clear sky,17,1013,4.12
prague,0.35,-3.94,Clear,clear sky,91,1021,4.12
quebec_city,-0.52,-6.44,Mist,mist,94,992,6.69
rio_de_janeiro,24.41,25.0,Clear,clear sky,80,1015,1.54
riyadh,10.92,9.14,Clouds,broken clouds,41,1023,3.07
rome,7.85,7.85,Clouds,few clouds,91,1019,1.03
san_diego,19.2,17.75,Clouds,broken clouds,22,1015,1.54
san_francisco,15.46,14.89,Clouds,few clouds,70,1016,3.09
san_jose,14.88,14.23,Clear,clear sky,69,1017,2.06
san_juan,22.9,23.6,Clear,clear sky,90,1015,2.48
santiago,21.38,20.88,Clear,clear sky,50,1011,1.57
santo_domingo,21.81,22.45,Clear,clear sky,92,1015,1.96
sao_paulo,22.21,22.76,Clear,clear sky,87,1016,2.57
sapporo,9.86,7.36,Clouds,few clouds,50,1011,5.14
seattle,9.17,7.79,Clear,clear sky,78,1022,2.57
sendai,11.89,9.94,Clouds,broken clouds,31,1018,0.87
seoul,10.76,9.51,Clouds,broken clouds,62,1022,2.06
shanghai,20.88,20.49,Clear,clear sky,56,1017,3.0
sydney,26.51,26.51,Clouds,broken clouds,74,1010,1.34
taipei,24.91,24.63,Clouds,few clouds,45,1017,4.63
tel_aviv,13.97,12.88,Clouds,few clouds,56,1021,2.63
tokyo,15.57,14.25,Clouds,few clouds,41,1017,2.57
toronto,1.07,-3.93,Clouds,broken clouds,75,1006,5.66
vancouver,9.21,6.98,Clouds,overcast clouds,84,1022,4.12
vienna,5.45,1.36,Clear,clear sky,77,1022,6.26
warsaw,4.7,4.7,Rain,light rain,92,1018,1.03
washington_dc,7.02,5.93,Clear,clear sky,64,1007,1.79
winnipeg,2.84,-2.95,Clouds,overcast clouds,78,992,8.94
zurich,1.01,1.01,Snow,light snow,92,1025,0.0
