City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
accra,29.05,35.79,Clouds,few clouds,84,1011,4.12
almaty,11.85,10.92,Clouds,overcast clouds,70,1020,3.71
auckland,18.43,18.65,Rain,moderate rain,89,1011,5.66
austin,21.84,20.76,Clear,clear sky,26,1018,5.14
bangalore,23.25,23.72,Clouds,few clouds,80,1010,3.09
bangkok,28.33,34.81,Clouds,overcast clouds,90,1011,2.62
barcelona,15.2,14.63,Clouds,few clouds,71,1021,1.03
beijing,4.92,3.73,Clouds,overcast clouds,15,1018,1.6
berlin,6.34,4.03,Clear,clear sky,61,1025,3.13
birmingham,7.65,5.63,Clear,clear sky,72,1027,3.09
bogotá,18.96,18.56,Clouds,few clouds,63,1010,4.47
bordeaux,12.21,11.94,Clear,clear sky,94,1021,2.06
brisbane,18.59,18.78,Clouds,few clouds,87,1022,3.6
budapest,3.71,1.31,Clear,clear sky,63,1022,2.57
buenos_aires,15.99,16.05,Clouds,overcast clouds,92,1019,10.28
busan,11.91,10.78,Clear,clear sky,62,1014,6.17
calgary,18.26,16.98,Clouds,broken clouds,32,998,5.66
cape_town,17.6,17.82,Mist,mist,92,1014,2.57
chicago,2.24,-2.3,Clouds,broken clouds,63,1016,5.36
ciudad_de_mexico,26.7,25.74,Dust,dust,14,1006,7.72
cologne,8.48,6.63,Clear,clear sky,52,1026,3.09
copenhagen,7.33,5.61,Clouds,overcast clouds,76,1027,2.57
dallas,18.82,17.54,Clear,clear sky,30,1018,7.2
delhi,29.07,28.05,Haze,haze,32,1008,2.57
denver,19.28,17.79,Clear,clear sky,20,1013,2.24
detroit,3.77,-2.12,Clouds,overcast clouds,69,1008,10.29
dubai,30.01,28.76,Clear,clear sky,30,1011,1.03
dublin,7.26,5.16,Clouds,few clouds,84,1025,3.09
durban,23.45,24.28,Clouds,broken clouds,93,1015,1.86
edmonton,15.48,14.31,Clouds,overcast clouds,47,1000,2.24
frankfurt,6.86,5.48,Clear,clear sky,57,1026,2.06
fukuoka,12.86,11.51,Clear,clear sky,50,1018,7.2
glasgow,7.83,6.61,Clear,clear sky,72,1027,2.06
guadalajara,27.88,26.55,Clear,clear sky,14,1007,5.14
guangzhou,21.92,21.6,Clouds,scattered clouds,55,1016,2.6
guatemala_city,23.82,23.12,Rain,light rain,33,1012,5.14
hamburg,4.94,3.24,Clear,clear sky,84,1027,2.06
honolulu,27.8,28.76,Clouds,scattered clouds,56,1021,6.69
houston,19.97,18.94,Clouds,few clouds,35,1016,6.69
istanbul,2.32,-2.35,Clouds,broken clouds,87,1022,5.66
jakarta,26.3,26.3,Clouds,scattered clouds,83,1009,0.0
johannesburg,15.8,15.86,Clouds,overcast clouds,93,1018,0.0
kingston,28.9,32.51,Clouds,few clouds,70,1011,8.75
kuala_lumpur,25.6,26.51,Clouds,few clouds,88,1011,0.0
kyiv,-1.48,-3.16,Clouds,scattered clouds,83,1013,1.34
kyoto,8.89,8.89,Clouds,broken clouds,68,1017,0.59
lagos,29.12,36.01,Clouds,few clouds,84,1010,5.14
lima,22.21,22.39,Clear,clear sky,73,1008,5.66
liverpool,9.15,8.64,Clear,clear sky,58,1026,1.54
london,7.74,5.17,Clouds,few clouds,70,1027,4.12
los_angeles,23.0,22.58,Clear,clear sky,47,1017,5.66
lyon,9.67,8.62,Clear,clear sky,69,1022,2.24
madrid,15.33,14.54,Clear,clear sky,62,1019,2.06
manchester,9.21,8.71,Clear,clear sky,60,1027,1.54
manila,27.45,30.65,Clouds,few clouds,79,1013,2.06
marseille,13.08,12.35,Clouds,scattered clouds,73,1021,1.03
medellin,27.8,28.86,Clouds,broken clouds,57,1007,3.09
melbourne,10.65,10.02,Clouds,few clouds,86,1024,2.57
miami,28.83,32.36,Clouds,scattered clouds,70,1012,9.26
milano,10.02,8.91,Clouds,few clouds,70,1022,3.6
monterrey,23.61,22.71,Clear,clear sky,26,1017,7.6
montreal,8.25,5.79,Clouds,few clouds,31,1006,4.12
mumbai,29.0,30.17,Smoke,smoke,54,1008,0.0
munich,5.0,5.0,Clouds,overcast clouds,60,1026,0.45
nagoya,9.98,9.01,Clouds,overcast clouds,65,1017,2.2
naha,15.86,15.69,Clouds,few clouds,84,1019,3.09
nairobi,18.96,18.92,Clouds,broken clouds,77,1018,2.06
napoli,8.27,4.99,Clear,clear sky,52,1021,6.17
nashville,14.77,13.45,Clear,clear sky,44,1011,6.69
new_york,5.7,1.92,Mist,mist,90,1006,5.66
osaka,7.29,6.51,Clouds,few clouds,63,1017,1.54
ottawa,8.26,5.16,Clouds,broken clouds,37,1003,5.66
paris,11.27,9.5,Clear,clear sky,40,1024,2.57
philadelphia,6.25,3.33,Mist,mist,94,1006,4.12
phoenix,28.96,27.33,Clouds,few clouds,13,1015,2.24
prague,5.9,4.19,Clear,clear sky,68,1025,2.24
quebec_city,5.6,4.29,Clouds,few clouds,36,1008,1.79
rio_de_janeiro,23.86,24.21,Clear,clear sky,73,1018,4.63
riyadh,25.92,25.22,Clear,clear sky,25,1017,3.9
rome,11.49,10.57,Clouds,scattered clouds,72,1021,2.06
san_diego,21.69,21.19,Clouds,few clouds,49,1018,4.63
san_francisco,16.87,16.6,Clouds,overcast clouds,76,1021,5.14
san_jose,19.5,19.15,Clouds,overcast clouds,63,1020,5.14
san_juan,27.36,29.58,Clouds,broken clouds,71,1014,7.72
santiago,26.76,26.35,Clear,clear sky,32,1011,5.66
santo_domingo,28.79,31.44,Clouds,scattered clouds,65,1013,5.14
sao_paulo,19.15,19.18,Clouds,few clouds,79,1021,5.14
sapporo,5.71,3.11,Clouds,overcast clouds,97,1011,3.36
seattle,11.39,10.88,Rain,moderate rain,88,1010,4.92
sendai,6.74,6.74,Clear,clear sky,68,1015,0.16
seoul,9.76,8.86,Mist,mist,93,1013,2.06
shanghai,14.95,14.25,Clear,clear sky,67,1015,3.0
sydney,16.29,16.27,Drizzle,light intensity drizzle,88,1024,3.09
taipei,21.12,20.88,Clouds,broken clouds,61,1013,1.03
tel_aviv,19.08,18.51,Clear,clear sky,56,1015,3.6
tokyo,11.35,10.08,Clouds,broken clouds,59,1016,0.51
toronto,6.1,3.74,Clouds,broken clouds,63,1002,3.13
vancouver,12.15,11.59,Clouds,broken clouds,83,1008,4.63
vienna,7.19,4.49,Clouds,scattered clouds,59,1025,4.12
warsaw,4.35,0.46,Clear,clear sky,70,1019,5.14
washington_dc,6.98,4.23,Clouds,overcast clouds,91,1005,4.12
winnipeg,-0.74,-0.74,Clouds,few clouds,45,1026,1.03
zurich,8.17,4.86,Clear,clear sky,42,1025,6.17
