City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
accra,28.49,32.99,Rain,moderate rain,78,1010,6.95
almaty,3.24,2.08,Clear,clear sky,53,1029,1.4
auckland,13.35,13.09,Clear,clear sky,90,1019,0.38
austin,31.88,29.92,Clouds,overcast clouds,21,1009,1.79
bangalore,23.66,23.94,Clouds,overcast clouds,71,1012,3.34
bangkok,28.87,35.87,Clouds,scattered clouds,99,1009,3.84
barcelona,10.38,9.25,Rain,light rain,68,997,1.34
beijing,7.87,5.97,Clouds,overcast clouds,20,1027,2.98
berlin,4.35,2.84,Clouds,broken clouds,72,999,1.79
birmingham,4.02,4.02,Clouds,overcast clouds,86,1007,0.89
bogotá,16.84,16.56,Clouds,overcast clouds,76,1013,1.57
bordeaux,7.44,5.53,Clouds,scattered clouds,76,1002,2.86
brisbane,18.81,19.23,Clouds,few clouds,95,1019,0.45
budapest,9.89,9.89,Clouds,broken clouds,79,999,0.45
buenos_aires,20.42,19.8,Clear,clear sky,49,1021,8.05
busan,9.51,8.08,Clouds,overcast clouds,44,1024,2.74
calgary,-2.39,-5.55,Clouds,overcast clouds,93,992,2.24
cape_town,20.9,20.9,Clear,clear sky,71,1011,7.6
chicago,12.05,10.64,Clouds,few clouds,51,1013,1.79
ciudad_de_mexico,24.97,23.86,Clear,clear sky,13,1013,1.79
cologne,5.19,3.09,Clouds,overcast clouds,71,1001,2.54
copenhagen,1.19,-1.19,Snow,light snow,97,998,2.1
dallas,29.04,27.58,Clouds,few clouds,23,1008,2.41
delhi,24.83,24.23,Clear,clear sky,33,1008,1.71
denver,17.14,15.38,Clouds,broken clouds,18,997,1.79
detroit,10.89,9.42,Clouds,broken clouds,53,1015,2.68
dubai,21.41,21.51,Clouds,few clouds,73,1014,6.68
dublin,6.99,6.0,Clouds,overcast clouds,67,1009,1.69
durban,22.16,22.91,Rain,heavy intensity rain,95,1015,2.03
edmonton,-8.74,-15.04,Snow,snow,87,1000,4.02
frankfurt,4.4,4.4,Rain,moderate rain,85,1001,0.89
fukuoka,8.92,7.62,Rain,light rain,51,1021,2.39
glasgow,5.23,4.37,Clouds,overcast clouds,59,1008,1.38
guadalajara,29.12,27.52,Clear,clear sky,6,1013,3.99
guangzhou,25.38,25.85,Clouds,scattered clouds,72,1012,2.62
guatemala_city,32.03,34.18,Clear,clear sky,49,1012,1.29
hamburg,4.05,1.27,Clouds,overcast clouds,79,1000,3.13
honolulu,24.7,24.98,Clear,clear sky,67,1023,6.71
houston,30.29,29.79,Clouds,few clouds,38,1010,1.79
istanbul,17.72,16.75,Clouds,few clouds,46,1012,3.37
jakarta,26.74,29.17,Clouds,overcast clouds,80,1008,0.68
johannesburg,17.27,17.04,Rain,light rain,76,1012,1.28
kingston,31.01,35.64,Clouds,broken clouds,63,1014,4.04
kuala_lumpur,26.08,26.08,Clouds,broken clouds,88,1008,1.27
kyiv,11.86,11.58,Clouds,overcast clouds,95,997,0.45
kyoto,7.28,5.47,Clouds,overcast clouds,77,1023,2.68
lagos,29.46,35.33,Clouds,broken clouds,77,1009,6.48
lima,24.92,25.16,Clouds,few clouds,65,1012,3.97
liverpool,4.84,1.92,Clouds,few clouds,74,1008,3.58
london,4.16,4.16,Clouds,broken clouds,85,1005,0.89
los_angeles,12.63,11.91,Clouds,overcast clouds,75,1012,1.79
lyon,4.86,2.33,Rain,light rain,78,1002,3.01
madrid,5.95,3.56,Rain,moderate rain,90,995,3.13
manchester,5.8,4.57,Clouds,overcast clouds,72,1008,1.74
manila,26.36,26.36,Clear,clear sky,78,1012,3.01
marseille,11.42,10.5,Clouds,overcast clouds,72,998,1.08
medellin,24.05,24.39,Clouds,overcast clouds,72,1011,0.39
melbourne,15.33,15.24,Clouds,overcast clouds,89,1017,0.45
miami,25.85,26.19,Clear,clear sky,65,1016,2.68
milano,12.59,11.94,Rain,light rain,78,998,2.68
monterrey,30.32,28.38,Clear,clear sky,12,1011,2.39
montreal,4.28,3.35,Clouds,overcast clouds,53,1018,1.34
mumbai,28.39,30.17,Clear,clear sky,61,1010,3.43
munich,4.38,4.38,Clouds,overcast clouds,93,1001,0.89
