City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
nagoya,8.85,6.88,Clouds,broken clouds,61,1021,3.44
naha,22.21,22.97,Clouds,overcast clouds,95,1015,2.94
nairobi,18.94,18.77,Clouds,few clouds,72,1015,4.29
napoli,14.56,14.26,Clear,clear sky,84,1008,1.79
nashville,25.04,24.8,Clouds,few clouds,46,1010,2.96
new_york,9.14,6.73,Clouds,overcast clouds,55,1018,4.47
osaka,6.7,5.8,Clouds,overcast clouds,45,1023,1.57
ottawa,2.63,2.63,Clouds,overcast clouds,49,1018,0.45
paris,5.11,4.29,Clouds,scattered clouds,79,1003,1.34
philadelphia,12.36,10.98,Clouds,overcast clouds,51,1017,2.24
phoenix,20.65,19.74,Clouds,scattered clouds,37,1009,2.68
prague,3.5,3.5,Clouds,overcast clouds,86,1001,0.79
quebec_city,1.91,1.91,Clouds,scattered clouds,52,1019,0.45
rio_de_janeiro,27.69,30.56,Clouds,scattered clouds,74,1010,7.15
riyadh,21.17,20.1,Clear,clear sky,29,1019,3.53
rome,14.59,13.78,Clouds,overcast clouds,64,1005,2.68
san_diego,10.91,10.41,Clouds,overcast clouds,90,1014,4.02
san_francisco,9.73,5.79,Clouds,scattered clouds,74,1011,10.28
san_jose,9.63,6.84,Clouds,overcast clouds,78,1012,5.81
san_juan,28.54,32.41,Rain,light rain,74,1014,2.24
santiago,29.5,28.51,Clear,clear sky,33,1011,3.75
santo_domingo,28.28,31.22,Clouds,broken clouds,70,1013,1.34
sao_paulo,27.41,33.05,Clouds,overcast clouds,98,1011,5.12
sapporo,2.93,-2.48,Clouds,overcast clouds,69,1010,7.88
seattle,8.34,5.74,Clouds,overcast clouds,74,1002,4.47
sendai,4.99,0.15,Clouds,scattered clouds,45,1019,8.02
seoul,7.68,6.55,Clouds,scattered clouds,28,1025,1.93
shanghai,9.05,6.71,Clouds,overcast clouds,78,1021,4.26
sydney,19.58,19.87,Clear,clear sky,87,1018,0.45
taipei,19.98,20.15,Clouds,overcast clouds,81,1015,1.79
tel_aviv,22.3,21.81,Clouds,overcast clouds,47,1014,1.1
tokyo,9.83,8.5,Clouds,overcast clouds,34,1020,2.68
toronto,4.57,4.57,Clouds,overcast clouds,64,1016,0.89
vancouver,8.38,5.6,Clouds,overcast clouds,70,1000,4.92
vienna,6.84,3.88,Rain,light rain,83,1001,4.47
warsaw,6.69,6.08,Rain,light rain,95,989,1.34
washington_dc,10.44,8.95,Clouds,broken clouds,54,1015,2.56
winnipeg,-0.78,-6.98,Snow,light snow,80,1009,7.15
zurich,4.27,2.28,Clouds,overcast clouds,82,1002,2.24
